Compound_Name,(-)-Caryophyllene oxide,.alpha.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,3-Hydroxyechinenone,"8'-Apo-.beta.-carotenal, all-trans-",AEG(o-30:2),AEG(o-32:2),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Antheraxanthin,CL(72:8),Cer(24:1),Cycloartenol acetate,DG(18:0),DG(18:3),DG(20:1),DG(24:0),DG(32:0),DG(34:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:0),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),Diadinochrome,GalCer(d18:3),GalCer(d20:3),GalCer(d22:3),Ginsenoside F1,LPC(16:0),LPC(18:3),LPE(16:0),Lanosterol,Lupeol,Lutein,Lycopene,MG(12:0),MG(16:0),MG(16:1),MG(18:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),"NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-",Nostoxanthin,PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:1),PC(32:2),PC(32:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(34:4),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:5),PC(38:6),PC(40:2),PC(42:1),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),PS(38:4),Phytosphingosine,SPB 18:0;2OH,SQDG(30:0),SQDG(32:0),SQDG(34:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),Sphinganine,TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(40:1),TG(42:0),TG(42:1),TG(42:2),TG(44:0),TG(44:1),TG(44:2),TG(44:3),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:2),TG(60:3),TG(60:4),TG(60:5),TG(60:6),TG(62:5),Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,"[2,3-dihydroxypropoxy][3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propoxy]phosphinic acid",alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,Oxo fatty acid (18:3),Hydroperoxy fatty acid (18:3),"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid"
PI534148,10431.37661,457215.8555,1462167.959,243878.5161,129236.1998,44802.32486,57710.30883,1020418.968,1228132.046,1745454.783,51711.18413,471920.7666,5765.242064,62051.26303,106140.671,287846.4286,31138491.06,243689.1253,2346821.428,984732.159,6433.626121,2454100.583,2780151.534,3372514.752,71587.75507,561719.8249,70572.90651,180231.1602,1859553.769,1248774.992,3638939.421,633145.2886,1194184.249,20832381.73,228544.9525,3001345.955,783110.3317,46209823.4,1070713.092,369295.8921,342695.5814,37462.57799,3665.162023,341749.221,453500.2861,45221.40759,460396.8663,478714.1253,1145187.63,3115895.726,700870.0931,773863.5313,83153.1599,494734.2017,1078458.502,289519.5122,4292911.822,635.7411712,84380.45214,14356807.64,2328183.631,7667678.455,168944015.1,348222.7121,117495.5149,61052.12423,189096.2013,151166.745,478371.4197,55557.87854,75656.64561,44331.39077,13718944.93,14618329.19,36053946.39,17098707.72,59964.56139,2432434.08,2834507.472,5094406.773,10671151.7,3441170.761,286766.5511,127552.2866,62571.91976,70802.85895,4024.873385,3189.414859,80912.42984,22610.70648,22537.25503,267689.8973,58213.0619,1921103.863,11680707.95,2353144.853,1219894.938,289858.0037,4268517.365,2323915.892,245590.8623,677306.181,952314.9391,33929.19385,54735.53085,409655.2936,99275.64181,31019.31004,2849400.251,42637.65359,74453.26127,211923.0208,7258229.067,42813.89065,336653.334,127270.3707,359003.6611,3942026.097,49637.8311,8637.158231,275813.404,193148.4494,78363.18335,1561.155756,122627.3427,3806.702899,3775.070295,51203.04546,9233.338089,1286.283331,2353.459221,24381.06564,40779.23405,21262.72321,9867.738222,103938.1026,13301.06134,15832.20265,10533.67717,2643.97919,13793.31343,93901.86824,209920.3354,187501.8384,12980.85416,10461.61015,6062.288976,53390.43536,273644.2404,592747.9988,441526.7676,836653.0985,1183742.726,25740.70751,35869.96492,144796.3556,211379.9488,206163.7288,426785.2002,1981053.294,900837.9202,785844.7257,13312.7972,4117.064862,2826.492824,6703.442083,8176.873744,8930.809268,8984.384775,3821.306181,1944.485071,1600.542664,1826.369403,922.3483382,981.9568749,2590.127479,3841.717967,4441.98139,504.8335468,104278.343,392805.6834,272426.0421,1908646.434,40216.54199,525248.2305,15775155.03,1135861.606,27617.40358,22112.21853,149493.8688,5651.912919,36716.18033,2654482.455,92354.16245,38123.03624,16476.14246
PI656104,17147.16828,1272971.741,1272252.154,246638.8399,96038.13535,45645.90112,3204.455836,936221.2007,1481254.565,1453378.482,79476.17242,552478.5848,19668.47131,9989.90467,80199.91184,302258.6809,27586510.67,296826.7805,3103671.359,932374.3875,7629.211986,2730596.682,2541057.403,1362449.255,28822.41587,492176.8554,92441.39048,307047.0568,2602190.876,766580.3441,1474616.986,832596.8896,1730695.189,18515682.55,388839.1432,2568045.171,805668.2046,40811150.11,691953.6138,316133.8788,295144.6641,38529.74713,3375.139116,251783.8844,153036.8646,39060.87109,1270170.845,1263610.6,952755.2295,2245726.654,916003.7606,646160.2157,72820.66183,506870.2661,1277546.69,328487.6379,3619731.643,202.2740931,81726.03364,9805217.969,4595731.514,9857128.22,152891230.1,227406.7672,90999.66699,121840.3874,173401.9206,51012.29765,373323.0677,45548.98958,125931.4584,43431.70498,17597539.34,17009404.57,44539234.14,6170787.739,50865.03116,4034770.534,4405222.159,5198556.372,8832238.696,1261296.389,331479.1276,130718.0196,151605.4128,172136.37,7779.384095,10096.50928,95926.74699,19530.43579,22502.31929,378498.2689,72235.59359,2889811.115,14886356.32,1369009.75,1196324.547,121804.3514,5552117.984,1890017.493,89018.11697,725744.2248,1280249.506,21689.13988,22469.71611,96259.64674,22611.45253,25248.97936,2166224.217,39916.97903,121709.8907,343693.7068,8312400.263,68316.17287,369298.9642,227678.3991,490239.2894,4876313.495,11305.72613,25243.92284,562335.0545,336549.6687,130878.2269,9241.349407,212579.2795,16753.78225,22060.53857,71671.9126,42331.80592,4240.749035,2362.858134,34116.2539,42930.71134,32985.02023,4514.089972,93763.85636,49784.8366,39078.06044,18843.56803,6555.67207,12102.15048,111248.6217,247813.6139,128241.6907,13338.41137,10391.63794,4428.835412,62764.82455,343792.3808,1116697.164,679962.8935,836358.3849,542637.7362,32172.26739,53174.94864,232860.3617,332484.3896,376423.6256,786084.6109,2525779.263,712384.0203,290270.36,24415.04739,10019.24973,6989.777894,14081.81814,16099.68394,20675.84487,7218.165367,4189.307877,2422.731386,3818.970699,2354.629942,2043.269279,1420.058485,4309.314557,6633.998438,2238.900153,548.6383935,52529.19031,185065.7847,161256.0928,1587925.547,48670.60324,217877.7247,12294250.45,811888.8122,22812.11133,35679.20893,134890.2306,5273.090273,30518.44276,2123663.087,84899.19805,41794.55215,17547.71861
PI597973,4658.520203,323606.4245,1376322.46,128995.1608,65133.54864,71866.2139,2818.03799,648639.9874,912464.4784,1018736.678,66043.58428,303720.8085,8025.541494,9086.224587,81039.23433,284475.7879,22156835.39,141942.5214,1934302.01,779790.445,6122.035877,1646122.195,1943472.198,973471.3028,28872.72727,186033.646,69000.53074,249032.7234,2283430.7,712653.6961,1138889.097,403999.9446,743094.2433,11363875.85,195291.0525,1706781.425,462828.761,30299321.3,382637.0791,196091.4174,190380.7692,25727.38194,2543.734186,111580.9697,59967.54579,19720.23065,312985.2725,331715.7163,579846.6871,1912740.088,443020.6011,453063.7039,48109.89319,429302.8279,616902.1949,183512.7085,2751878.025,220.9190949,28442.32568,5436572.567,2738263.467,6606401.819,125292936.6,104789.7651,45247.65399,47250.75428,62903.04806,19989.18138,315258.3345,24577.75084,87528.86263,15458.07612,9849074.27,14950250.72,25427909.21,5509331.821,26027.10747,2175185.2,2656532.134,4789507.878,5188176.801,927303.3348,194334.7559,59159.06872,53120.62063,68288.1641,2647.777353,4270.614172,108813.7526,9860.11502,11090.87086,152859.5546,52099.05936,1950907.732,9118491.563,920889.234,867557.4847,109992.9178,3676906.998,1283232.451,56837.43085,444372.7516,673048.1448,15032.00844,18277.87472,86065.88077,26895.16024,12964.67898,1423797.38,23609.87375,59728.59315,219130.6212,4255051.201,32751.67149,202019.1336,130322.6452,290636.8902,2379713.986,13447.5798,6637.152079,266491.7359,178158.3352,66939.36529,1794.843979,106602.4909,5427.389562,3885.73971,29626.60603,18328.60988,2272.857475,1387.762349,17447.25136,19574.08304,10522.7217,5844.638052,75834.4416,32206.4094,17518.78745,5082.047942,6697.792383,19097.91386,78879.67838,182530.0076,94160.83828,16305.86678,11054.42732,5717.338736,46777.63861,261521.8939,1026378.125,654963.0132,802762.5839,505515.2352,18525.93766,31289.71017,152885.8353,297447.641,407565.2958,1133808.734,3781254.342,953733.0541,328194.9537,36869.68019,4935.833547,7843.908088,23288.38411,25071.35617,25733.85978,11054.31103,2683.728369,1638.201942,2768.428516,1933.032496,1097.452322,895.7987823,5025.486444,7000.462741,2425.007556,503.069416,51857.51224,195794.8414,173234.8171,966411.1799,21148.93567,145449.9256,13339918.91,611929.3056,10784.48238,13124.44137,147109.4084,9345.394616,45446.17008,3202425.498,112917.4643,38052.02248,16430.57932
PI597972,5858.710074,385235.3736,1290219.577,177524.371,56223.68083,53919.34437,3608.7929,658725.2801,882673.8771,979146.5792,64296.36588,335310.8125,5804.603203,8510.965613,117927.8297,256986.4796,22041367.27,139862.0585,2017655.943,665725.1577,6929.093455,1487768.445,1640216.833,1040535.291,35544.83186,332314.1466,56028.54168,160291.1008,1553837.426,620296.3634,1206425.986,380586.0644,766948.3634,11708230.97,199990.395,1912593.829,409880.7206,30975746.33,379873.256,200518.988,189446.5394,25899.88714,2350.861266,114583.5439,67444.27205,18132.22335,381922.326,405728.31,499254.6681,2078941.518,456968.3,414704.3934,46251.47719,377744.9863,617200.0697,143571.6271,2744379.943,271.7531028,32305.00463,6015815.619,2009544.047,4806186.152,125996750,104238.1004,44824.70874,44870.76668,62587.5549,22481.4241,383310.0938,25347.5349,62649.83686,24427.28275,11242279.39,10943694.1,29060063.02,6409926.2,34561.32118,2013795.467,2220065.616,4458996.878,5050938.798,969457.288,211147.6449,49503.82833,66033.98098,63192.75602,2641.551498,3465.275627,50655.421,9066.11161,10235.40936,171655.4227,67501.51076,1802311.045,8891014.291,1046924.18,886686.8882,90805.28258,3623727.06,1416911.319,78863.9655,384025.8704,680114.3854,8498.231521,15892.61232,118977.6558,52500.52675,12834.51527,1515451.062,27988.02942,51483.19795,189869.9965,4419194.003,23554.79572,238268.1935,105737.5281,251698.0283,2371604.418,26250.26104,6239.779953,132936.0723,63158.67963,32182.5863,1283.749653,50047.47142,2560.798803,3662.05623,18008.44289,7725.342697,1705.472757,3654.747725,14973.50602,18828.35625,13599.75693,6736.806614,68099.58755,11908.32835,10521.19977,8754.442379,3530.20598,9423.383978,67195.68464,187237.5655,116278.448,9583.32805,11180.96843,8164.305223,38991.93897,235657.838,719891.8744,608424.9035,1041811.802,862616.3881,13830.46608,25129.82009,110701.5504,232408.3819,326410.531,724796.0567,3352421.412,1276357.916,565288.328,28487.00071,4374.841583,3041.327629,11581.55787,17836.07186,20830.49586,9718.533019,2325.340553,1504.361395,1646.437735,2724.276543,770.427353,619.1835688,3393.842866,6218.390902,2434.394229,724.5145288,58429.87674,190118.3853,153208.5751,832091.2015,31179.97402,183953.9156,11832146.11,760485.2582,10194.42572,14009.13051,132903.1312,5469.239144,27479.041,1690763.306,72525.3695,30495.95029,12885.41317
PI656119,5394.250484,278689.4856,1313575.96,113099.5293,60355.64981,52683.15217,3266.194485,581314.911,871408.7105,868659.6464,57033.24068,298435.2274,9105.778829,7081.247125,79660.6119,247505.4047,21080554.34,129566.5875,1972725.506,693441.7998,10892.8061,1545625.987,1866458.393,987809.4012,33187.32934,297869.5608,60578.11216,214056.3413,1754998.835,571304.692,1067620.373,471159.4486,916078.9712,12073294.87,223353.5849,1654930.289,489414.6221,28825235.51,340353.5661,210105.432,199429.5948,22321.65638,2275.127111,98442.16563,54469.64545,18302.77067,278092.495,288011.4026,728483.2024,2023222.775,425547.4159,418293.4798,40786.67053,358559.0037,567584.7516,152231.8785,2644895.047,294.364274,51283.92208,6128864.657,2641416.791,6236287.283,120866406.6,92258.52029,43555.92008,56685.79173,60558.41136,18156.54789,329632.8792,23123.53341,61496.74613,14484.62762,10808571.6,12314019.65,27993590.9,4837374.373,22028.60605,2266537.666,2299371.906,3614587.589,4870740.964,893594.5957,194874.4765,55658.22039,53530.33446,65381.05254,2257.404869,3823.95927,75571.21424,9151.384465,9522.15252,166780.3034,63265.60048,1788302.709,8652019.159,928024.9634,802111.7393,91428.55582,3399066.661,1229108.693,57300.78309,356014.3998,636938.6658,9051.553421,15332.38029,80875.90982,20522.56992,11737.42331,1585340.517,22562.53147,60254.79495,224824.755,4368437.005,26083.23539,201731.2939,116548.9191,259728.4381,2224896.11,10261.28542,3929.013738,100600.7264,85326.87173,29501.20322,1150.6386,45674.09285,2374.710768,3176.005565,18088.19657,6663.22742,988.1859291,1006.909535,15673.82958,13473.86995,14424.44011,4734.77854,60730.34547,15925.59168,10948.88895,7828.621821,4073.61013,13392.09851,69756.53486,176198.4025,93508.70327,9860.467088,7002.752617,4616.569136,40436.55658,236572.3288,713558.0383,439039.2305,582827.2515,415643.7581,12322.78449,21961.84249,114547.5825,193778.9254,192246.9326,456469.1636,1725975.567,506177.5469,216374.2722,9120.971673,4152.71597,3777.066232,7533.232493,9767.977682,10260.56624,3839.396933,2579.022015,1440.621849,2541.390318,1893.042465,674.0756161,552.2377491,3466.152676,4497.980685,1857.339212,423.1957924,52272.70895,171803.3524,152592.2892,1214138.879,30438.69342,136704.7387,11623543.4,736716.8719,9116.341625,12534.18734,108030.0509,5588.754303,30066.29591,2124662.894,76534.04933,31724.34091,13431.752
PI534096,6468.923432,371875.6163,1346222.866,314576.2178,45813.87944,62688.75073,2878.920651,554555.6795,874113.1382,868082.3222,61492.12076,348098.7336,24116.68719,9490.795229,74479.20503,238495.9559,17918587.38,139220.8165,1858117.024,630178.1452,8903.589333,1510570.493,2003213.549,977002.2146,39908.1284,186868.2444,66520.60594,206528.6687,1773728.695,600540.649,1406858.938,353603.3916,680865.3391,9745104.427,134101.2021,1343214.686,356110.6799,25413729.49,351710.1587,161171.2162,159120.1266,19796.55053,15495.47222,143921.814,98576.20194,28152.39666,365926.5042,380296.836,701217.7555,2275937.131,407761.5309,410371.94,80742.96909,338771.2508,622461.7547,169784.6159,2265458.918,238.4240969,30774.4492,5018870.46,2158641.34,4813502.919,102889941.1,118111.3564,36116.2561,44951.99167,93660.29747,32858.73526,324155.6705,21670.69973,54929.12311,15051.64642,9187827.652,8815696.791,24054182.83,5276941.743,21981.72876,1453518.586,1936985.782,3691016.411,4248562.352,756098.5882,227455.5423,39507.26255,54436.62943,52971.81474,2295.336359,3718.970528,47804.57116,14076.19856,15535.71368,153411.2211,102728.272,1557869.065,8136444.584,872178.7184,718861.5693,89505.32431,3010087.328,1156487.253,62152.19645,349958.2843,634856.4997,9491.543682,16260.21052,102758.2971,21022.74468,12087.35571,1459052.357,23273.13687,52281.27768,190708.6569,4015997.304,25587.06261,174463.2074,104021.8238,238481.7212,2251752.186,10511.37227,5889.512278,138415.488,115105.0724,41887.39208,1471.718156,68555.98037,3383.465812,4184.013185,18723.83475,11124.77699,1282.254631,991.7532147,18997.31621,14716.78279,15474.96517,3659.547249,67150.91543,18468.09512,15093.8193,6663.732298,3098.464667,8426.614597,104177.4741,488750.2943,237102.1709,16135.59172,8962.671733,4111.694044,47119.60905,395159.9048,1700462.475,1470747.09,1999001.824,1120292.989,10406.14578,32141.82348,161805.9951,366122.0477,556785.8362,1616613.254,4806345.872,1361286.105,494656.9854,35543.60549,7790.098646,4085.192792,27433.4195,35684.68093,41531.9057,13920.01024,6473.66812,5816.343666,6121.345482,6833.829288,1776.404492,2317.863345,9810.889131,14117.04524,5933.597465,1466.565357,83991.3067,268983.77,145977.8719,1168696.047,29100.14909,168739.9532,12711309.13,831442.0352,9172.811807,14856.9419,160281.5775,9474.358942,52685.5367,3840840.673,190344.2177,73978.02807,30328.74354
PI533940,6114.142985,309393.9792,1047072.189,113013.6214,50296.55878,52755.60353,2884.551594,594170.2985,756110.7389,765293.9019,40183.93532,246171.8902,10297.92179,9245.853659,68277.10501,232690.5128,15915149.16,170159.0587,2054937.822,638197.9446,11269.54527,1437757.133,1447872.562,805651.9256,20038.98979,170320.7705,50309.14654,171763.2667,1299530.262,445268.5411,880876.0119,296492.4554,705477.7363,9564187.4,170116.2879,1471026.69,346737.9466,22915014.02,319724.7047,172872.1258,174630.0726,24829.20842,2481.592949,124737.5133,77584.10626,18387.55239,299039.98,318816.096,555391.2911,1617984.335,423336.0359,389538.2893,100611.9482,355858.2817,756994.395,142389.1247,2092436.298,303.2658087,30166.30716,5175982.873,2004092.974,4378131.096,91200256.3,141000.4186,31716.43965,42473.58759,85198.71782,25861.36895,269835.5447,17624.46674,56213.71013,19928.37888,9472489.865,9626286.179,24980282.16,4968487.666,22087.313,1602600.392,1960424.038,3522524.956,4059817.223,742425.2521,169151.2105,37525.79013,51433.99967,53989.6922,2348.126486,5666.81275,42558.43819,9193.776426,13969.0166,168556.9175,88180.52155,1486547.982,7568243.312,835115.8118,666769.4296,75253.15742,2976647.433,1097603.152,58218.1912,328411.952,609025.0696,11120.91154,17367.6284,96685.74851,22022.19185,11544.39883,1607249.811,28601.83944,49310.37872,197222.0838,3731068.258,25180.24635,174440.1737,100562.1647,229551.7571,2023470.46,11011.09585,15374.32328,261016.2182,157600.5105,37681.27205,2091.467142,66208.65108,3324.009814,5002.888031,28730.21942,8613.412499,1923.057729,1294.881174,16924.32495,13027.49266,13457.21861,6004.028751,60261.196,18629.90541,14569.69026,6356.867728,5050.194679,11107.82028,74776.65696,218519.7217,125991.1965,11226.93917,7484.740242,3757.387658,34611.73913,267452.3062,677772.764,467385.7865,613863.839,436233.5583,15487.29428,25757.18144,127388.8767,213019.064,233110.7603,445952.7187,1621067.364,488140.2045,210181.6488,10365.11146,5950.181508,3638.678008,9752.993534,15449.21433,11809.72303,4292.726447,5108.487963,3078.181352,3094.686143,3855.112156,920.6386236,1109.145187,3472.96658,7891.5215,2814.461119,480.8106574,49930.81651,138353.9155,118463.7177,925652.207,24595.4496,120432.2388,9875503.184,567138.6481,10107.08318,17234.27934,116221.8683,5834.360206,26807.64138,1955597.623,78822.083,33025.10262,14243.16913
PI576386,4642.070392,359031.5154,1146357.072,146281.3894,80084.14413,45594.14429,7587.537967,1039686.332,1466462.943,1597578.273,111443.5801,550553.9221,11239.93616,9718.73976,63141.34615,268232.5671,26570005.55,240157.2575,3034943.727,757676.5096,10830.004,2349811.491,2286118.303,1487049.675,51712.81475,175880.4756,78676.19981,262368.2125,2413890.689,854899.9727,1552349.348,616777.2,1276465.664,17073406.83,253292.3066,2588260.97,572442.8264,40664661.74,560055.4842,326151.4268,265399.2868,27304.00629,2226.58941,208474.1577,91193.882,38671.6701,353032.0061,363518.0614,441813.0924,1985309.4,851916.8902,593850.8576,60461.73667,435391.284,1024992.324,217739.321,3394014.835,204.7375459,61149.42485,9773623.124,3213555.808,8126173.468,149236236.3,155481.7521,57750.81583,96107.46644,104731.7017,30397.9585,382121.7688,33664.87404,89319.49952,21158.70468,15044881.26,10951299.65,39609115.88,9934088.42,54310.63585,2833936.39,3499128.904,6321414.386,7717320.569,1358875.728,219540.0787,85445.58958,81250.81615,92260.24734,3296.927353,5627.759368,40122.48117,19335.83267,18427.12828,362148.1445,75039.3776,2233372.937,11806934.49,1262960.925,1100516.209,86780.12919,4557502.103,1752709.606,96296.01502,653205.4147,1046384.846,15959.48958,21310.38759,150100.078,26437.12765,25410.2107,2457372.263,41264.23515,86238.63237,275672.4723,7416296.507,48079.38629,385533.3813,168961.0668,402281.2329,4141041.476,13218.56396,24823.60718,576404.3376,346568.4115,127139.698,4841.76694,205201.4765,13783.39867,10907.23983,56791.10711,33373.3296,5112.079877,1609.941226,27074.50981,23856.60051,17842.19402,5746.270844,75737.32765,31747.43636,35987.01927,13197.389,7722.127407,18888.11802,93435.15581,270305.6239,174520.6499,24056.07522,13858.27717,7982.686338,57831.34976,378230.6106,1410525.285,846064.3282,1265279.73,987241.9138,30187.45406,44883.56406,247445.8452,416254.1775,494568.6853,869912.0234,3134131.654,996817.8479,430002.4301,24928.1032,7181.816081,10974.29993,12822.11826,18400.90521,17927.17062,9239.977661,6446.824067,4655.055717,5517.513333,5859.497567,1592.279308,1182.070622,5334.312042,9520.884494,5324.779457,1277.526735,68633.13355,212655.0257,162601.8261,736355.1505,35109.72027,192798.8772,11245232.63,734901.2887,11665.54039,18740.67409,121726.1799,9446.693618,34947.16793,2506649.06,96355.62497,38387.45542,16465.02741
PI534114,7424.85158,830053.0236,1298371.083,201786.4871,66354.00017,40661.98336,2987.927527,756593.0264,1269383.378,1275293.548,110610.3163,362414.5039,14741.40487,10955.99613,96756.14942,263522.442,24992640.87,205466.179,2874324.769,799796.1787,13445.54188,2217484.264,2093210.584,1105723.491,39793.80373,379505.9211,78981.5345,243022.0466,2201683.917,715510.826,1421384.623,498938.0641,1141432.152,15037713.48,294983.3534,2615211.952,639897.7735,37590597.53,480639.242,296835.5622,257132.9586,30677.30071,2748.661028,154834.2483,93927.83193,26818.18455,812109.6166,829191.826,653207.3169,1848362.43,761331.2682,522326.7601,58237.45379,408169.2372,890605.953,201254.1384,3220830.297,182.2419996,58265.83172,7831269.907,3741162.051,7676635.889,139480701.8,142000.0852,77457.77813,86001.04124,104889.19,31309.27503,342995.1525,23203.20439,117512.2732,34751.16253,14368267.83,12958181.63,37177582.62,8455372.344,45425.88449,3310614.571,3542936.533,7866574.811,7510737.612,1289435.339,309569.3875,71850.89411,89717.01433,146510.6875,3469.389515,4267.583754,55359.65874,13409.09497,17200.9661,311896.3212,70945.61964,2537752.176,11929776.25,1154425.658,1129819.834,124079.2863,4905942.401,1764913.957,88055.17341,559100.1272,965306.3079,12659.71561,30468.34274,126952.5224,26267.93134,20367.74836,1900938.864,35616.51961,90028.80771,283891.5574,5938214.173,35920.28164,326522.1931,178516.501,384272.4448,3247651.06,13133.96677,5243.943165,200001.1545,105023.3933,47255.38013,1502.123163,74825.10574,3204.086983,3867.865564,29096.31408,9571.679835,1424.074553,1453.059047,16726.7308,14518.58538,11127.17258,4564.942264,77464.86077,17468.5903,11661.68892,4348.371623,6069.984063,13608.8706,55086.75417,168032.6201,92425.97277,9884.102954,8901.33906,4270.764354,34620.88269,206706.784,707578.9207,507403.4776,681596.5647,474586.2051,11621.75062,19609.7231,101153.364,189852.0257,199533.0499,583764.0746,2224231.186,643865.5026,267507.1665,10278.346,2958.435804,2930.588447,8139.354704,11029.25711,13273.38485,6020.288683,2037.42012,1406.116273,1553.336869,1564.656686,751.0883308,573.9527121,2693.139627,4563.920273,1897.420797,382.4432469,51427.74363,172426.3016,151924.1376,1088678.898,33336.67562,186886.7579,10934530.5,742856.1988,13177.48598,16353.6137,120602.9251,4875.803238,30238.5299,1649748.94,86121.35089,37071.09527,15409.42039
PI534079,7015.395411,176861.6886,1213708.653,144048.4552,90109.29818,40965.44011,3073.488925,877708.9167,1243564.435,1458216.67,94322.14719,513039.2681,6790.728287,12477.61104,54345.99306,241205.369,26815833.96,245951.4339,2646543.707,532797.8226,9964.709327,2198029.443,1875017.143,1301595.996,41220.29427,139960.8939,57015.86839,180031.3391,1719097.582,716661.3643,1587564.023,439629.0818,1023241.775,17719529.85,226259.5353,2708198.694,511422.3995,39813047.95,677249.695,258028.6968,243436.0195,30418.77304,3006.817511,255329.6193,164189.0534,42885.13245,177873.6323,185538.4452,802285.8185,1928282.378,717531.7944,542080.636,93313.527,423777.4634,1087264.376,210424.7032,3592117.916,261.4376731,52929.23601,8859960.744,2611895.201,6173915.62,150512355.5,193987.1639,72190.86802,94619.34341,125980.5673,54729.68558,418289.6366,33211.83597,70372.16731,17622.56669,12467784.85,13552331.14,32070178.3,9129966.048,38323.41986,2283852.632,2659674.688,5436211.217,7447589.136,1346451.184,201233.0313,46714.8428,74358.97289,69092.52941,2613.988571,3224.750443,47830.71938,21442.56888,16904.00195,285934.2513,61241.15138,2249605.323,11393733.37,1434346.066,1033510.517,114109.5586,4361582.385,1882584.248,118639.1753,584021.107,887991.7151,32770.72457,31628.66109,158563.7053,41489.18342,26228.17769,2377855.938,43017.82474,88310.56214,273477.8075,8285726.752,48762.27978,430028.4821,163165.9918,367642.9508,4465652.393,20744.59188,9964.912613,252402.1918,157660.7391,56956.20152,1354.839791,94624.28151,3798.751705,4516.826455,27960.39984,13762.58764,2719.107947,1504.373512,18805.53488,23094.34155,17895.32806,12446.76034,40503.53056,21901.47856,15800.65376,11602.97386,3492.78408,16392.62348,72079.76818,178952.946,108635.8018,10341.03426,12828.23636,9431.510735,44143.35573,267213.978,848958.8545,515883.61,792784.9629,677732.6127,17979.22269,38828.58466,174594.8233,267541.6409,276413.7256,574942.4012,2496983.897,870963.2032,426756.6683,27319.08226,6356.952288,5230.178826,10518.92309,9465.634785,13452.00002,6028.273911,2535.602862,1345.852245,1729.322747,2219.210953,763.6639514,667.3722823,2530.888041,4670.040514,2855.237789,376.4575622,54990.62774,195606.273,158879.8369,1337143.234,29872.96664,213313.23,11329445.82,739964.9063,17842.11714,27784.89269,134987.0028,5527.77968,33327.02804,2023636.894,102259.1733,39379.26679,17233.13929
