Chromosome	gene	max_pvalue	phenotype	phenotype_number	log10
7	SORBI_3007G104932	3.20E-09	"Sum_AEG_Sum_PA,Sum_AEG_Sum_PE,Sum_AEG_Sum_TG,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_TG,Sum_LPC_Sum_PA,Sum_LPC_Sum_PE,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PA_Sum_PG"	15	8.495169889
8	SORBI_3008G084000	4.81E-08	"DG_16_0_,Sum_Cer_Sum_PA,Sum_Cer_Sum_PG,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_SQDG_Sum_TG,TG_24_0_,TG_28_0_,TG_30_0_"	15	7.317618609
10	SORBI_3010G173600	8.50E-08	"Sum_AEG_Sum_DGDG,Sum_AEG_Sum_LPC,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_LPE,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PE,Sum_LPE_Sum_MGDG,Sum_PA_Sum_PE,Sum_PC_Sum_PE"	15	7.070657057
2	SORBI_3002G145550	4.34E-08	"FA_22_0__amide,Sum_AEG_Sum_Cer,Sum_AEG_Sum_PE,Sum_Cer_Sum_PE,Sum_Cer_Sum_PG,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_SQDG,Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_TG"	14	7.3623749
4	SORBI_3004G142400	7.51E-08	"DG_16_0_,Sum_AEG_Sum_Cer,Sum_Cer_Sum_PA,Sum_Cer_Sum_PG,Sum_DG_Sum_SQDG,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_FA_Sum_GalCer,Sum_LPC_Sum_SQDG,Sum_LPE_Sum_SQDG,Sum_MGDG_Sum_SQDG,Sum_PA_Sum_PC,Sum_PA_Sum_SQDG,TG_24_0_"	14	7.124612733
1	SORBI_3001G261464	6.64E-08	"Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPE_Sum_PE,Sum_PA_Sum_TG,Sum_SQDG_Sum_TG"	13	7.177676283
1	SORBI_3001G261545	8.95E-08	"AEG_o_30_2_,DG_16_0_,Sum_AEG_Sum_SQDG,Sum_Cer_Sum_PG,Sum_DG_Sum_SQDG,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_LPC_Sum_SQDG,Sum_LPE_Sum_SQDG,Sum_MGDG_Sum_PG,Sum_MGDG_Sum_SQDG,Sum_PA_Sum_PC,Sum_PA_Sum_SQDG"	13	7.048279849
1	SORBI_3001G311900	8.09E-08	"AEG_o_34_4_,DG_36_2_,PC_32_0_,PC_33_2_,PC_38_6_,PE_34_1_,PE_36_2_,Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_PS,Sum_MGDG_Sum_PS,Sum_PG_Sum_PS"	13	7.092306708
2	SORBI_3002G150932	4.59E-08	"Sum_AEG_Sum_PE,Sum_Cer_Sum_MGDG,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PE,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PA_Sum_PE,Sum_PC_Sum_PE,Sum_PS_Sum_SQDG"	13	7.338007673
4	SORBI_3004G129900	1.70E-08	"DGTS_34_5_,FA_22_0__amide,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_PE,Sum_FA_Sum_LPC,Sum_LPC_Sum_PG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PA_Sum_PE,Sum_PC_Sum_PE"	13	7.768296504
4	SORBI_3004G130001	1.70E-08	"DGTS_34_5_,FA_22_0__amide,Sum_AEG_Sum_PE,Sum_AEG_Sum_PG,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_PE,Sum_FA_Sum_LPC,Sum_LPC_Sum_PG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PA_Sum_PE,Sum_PC_Sum_PE"	13	7.768296504
4	SORBI_3004G132600	2.27E-08	"FA_22_1__amide,Sum_AEG_Sum_PE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_PE,Sum_FA,Sum_LPC_Sum_PE,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_MGDG_Sum_TG,Sum_PA_Sum_PE,Sum_PC_Sum_PE"	13	7.644259493
5	SORBI_3005G064300	2.30E-09	"Sum_DG_Sum_PS,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,TG_46_3_,TG_48_4_,TG_48_5_"	13	8.637330389
5	SORBI_3005G064400	2.30E-09	"Sum_DG_Sum_PS,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,TG_46_3_,TG_48_4_,TG_48_5_"	13	8.637330389
5	SORBI_3005G131800	4.82E-08	"PC_35_3_,Sum_AEG_Sum_Cer,Sum_DG_Sum_PS,Sum_DGDG_Sum_MGDG,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PE,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PE,Sum_PA_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	13	7.316534817
8	SORBI_3008G086700	7.82E-08	"DG_16_0_,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_LPE,Sum_LPC_Sum_PE,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PA_Sum_PE,TG_24_0_,TG_28_0_,TG_56_5_"	13	7.106726775
9	SORBI_3009G094450	1.49E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_PA,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS,Sum_PS_Sum_SQDG"	13	7.826824516
10	SORBI_3010G139000	4.98E-09	"SQDG_32_0_,Sum_AEG_Sum_PE,Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PE,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	13	8.302983147
1	SORBI_3001G082300	4.05E-08	"Sum_AEG_Sum_MG,Sum_Cer_Sum_MG,Sum_DGDG_Sum_MG,Sum_FA_Sum_MG,Sum_LPC_Sum_MG,Sum_LPE_Sum_MG,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_"	12	7.39217743
1	SORBI_3001G082400	4.05E-08	"Sum_AEG_Sum_MG,Sum_Cer_Sum_MG,Sum_DGDG_Sum_MG,Sum_FA_Sum_MG,Sum_LPC_Sum_MG,Sum_LPE_Sum_MG,TG_58_3_,TG_58_5_,TG_58_6_,TG_60_4_,TG_60_5_,TG_60_6_"	12	7.39217743
1	SORBI_3001G261460	6.64E-08	"Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPE_Sum_PE"	12	7.177676283
2	SORBI_3002G153100	9.72E-08	"PC_32_3_,Sum_Cer_Sum_LPC,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_FA_Sum_GalCer,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	12	7.012401699
2	SORBI_3002G153200	7.65E-08	"PC_32_3_,Sum_Cer_Sum_LPC,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DG_Sum_PG,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_PE,Sum_DGDG_Sum_PG,Sum_FA_Sum_GalCer,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PC_Sum_PE"	12	7.11634146
3	SORBI_3003G166750	9.16E-08	"DGTS_34_5_,Sum_AEG_Sum_DG,Sum_AEG_Sum_TG,Sum_DG_Sum_TG,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_TG,Sum_FA_Sum_LPE,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG"	12	7.037933592
4	SORBI_3004G122500	5.71E-08	"Sum_AEG_Sum_DGDG,Sum_Cer_Sum_DGDG,Sum_Cer_Sum_PA,Sum_DG_Sum_PA,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PS,Sum_LPE_Sum_PA,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PE_Sum_PS"	12	7.243282136
4	SORBI_3004G124000	7.15E-08	"Sum_AEG_Sum_PC,Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DG_Sum_TG,Sum_DGDG_Sum_PS,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	12	7.145684361
7	SORBI_3007G116733	5.79E-08	"Sum_AEG_Sum_PE,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_TG,Sum_FA_Sum_PC,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_SQDG_Sum_TG"	12	7.237668936
8	SORBI_3008G088890	8.80E-08	"Sum_AEG_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_TG,Sum_LPE_Sum_PG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_PG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG"	12	7.055415626
8	SORBI_3008G102050	8.59E-08	"Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_PE,Sum_LPC_Sum_MG,Sum_LPC_Sum_PC,Sum_LPE_Sum_MG,Sum_LPE_Sum_PE,Sum_MGDG_Sum_PE,Sum_PC_Sum_PE,TG_24_0_,TG_28_0_"	12	7.065785448
1	SORBI_3001G261900	7.86E-08	"Sum_AEG_Sum_PE,Sum_Cer,Sum_Cer_Sum_FA,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_FA,Sum_DGDG_Sum_GalCer,Sum_LPE_Sum_PE,TG_46_3_,TG_48_4_,TG_48_5_"	11	7.104818538
2	SORBI_3002G142500	2.68E-08	"Sum_AEG_Sum_Cer,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_Cer_Sum_PC,Sum_DG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG"	11	7.571543817
2	SORBI_3002G142550	2.68E-08	"Sum_AEG_Sum_Cer,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_Cer_Sum_PC,Sum_DG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG"	11	7.571543817
2	SORBI_3002G142600	2.68E-08	"Sum_AEG_Sum_Cer,Sum_AEG_Sum_PC,Sum_AEG_Sum_PE,Sum_Cer_Sum_PC,Sum_DG_Sum_PC,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_LPC_Sum_PE,Sum_PA_Sum_PC,Sum_PA_Sum_PE,Sum_PA_Sum_PG"	11	7.571543817
2	SORBI_3002G250100	5.66E-08	"Sum_AEG_Sum_LPE,Sum_AEG_Sum_PA,Sum_Cer_Sum_LPE,Sum_DG_Sum_PA,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_PA,Sum_FA_Sum_PA,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PA,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA"	11	7.246891324
2	SORBI_3002G250200	5.66E-08	"Sum_AEG_Sum_LPE,Sum_AEG_Sum_PA,Sum_Cer_Sum_LPE,Sum_DG_Sum_PA,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_PA,Sum_FA_Sum_PA,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PA,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA"	11	7.246891324
2	SORBI_3002G250300	5.66E-08	"Sum_AEG_Sum_LPE,Sum_AEG_Sum_PA,Sum_Cer_Sum_LPE,Sum_DG_Sum_PA,Sum_DGDG_Sum_LPE,Sum_DGDG_Sum_PA,Sum_FA_Sum_PA,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PA,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA"	11	7.246891324
2	SORBI_3002G374700	4.87E-08	"Sum_AEG_Sum_Cer,Sum_AEG_Sum_GalCer,Sum_DG_Sum_TG,Sum_DGDG_Sum_GalCer,Sum_MGDG_Sum_TG,TG_50_2_,TG_50_3_,TG_56_5_,TG_60_4_,TG_60_5_,TG_60_6_"	11	7.312294681
4	SORBI_3004G122300	5.83E-08	"Sum_AEG_Sum_Cer,Sum_AEG_Sum_DGDG,Sum_AEG_Sum_PA,Sum_Cer_Sum_DGDG,Sum_DG_Sum_PA,Sum_DG_Sum_PS,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PE_Sum_PS"	11	7.234248393
7	SORBI_3007G095100	9.44E-08	"FA_22_0__amide,SQDG_34_1_,Sum_AEG_Sum_LPE,Sum_Cer_Sum_LPE,Sum_DGDG_Sum_LPE,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_LPE_Sum_PG,Sum_PC_Sum_PG"	11	7.024921699
9	SORBI_3009G125850	1.26E-08	"Sum_AEG_Sum_PA,Sum_Cer_Sum_LPC,Sum_DG_Sum_PA,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_PA,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,TG_52_4_,TG_54_4_,TG_54_5_,TG_54_6_"	11	7.901033874
9	SORBI_3009G125900	1.26E-08	"Sum_AEG_Sum_PA,Sum_Cer_Sum_LPC,Sum_DG_Sum_PA,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_PA,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PA,TG_52_4_,TG_54_4_,TG_54_5_,TG_54_6_"	11	7.901033874
10	SORBI_3010G116100	4.45E-08	"MGDG_34_1_,SQDG_32_0_,Sum_AEG_Sum_LPE,Sum_AEG_Sum_PE,Sum_Cer_Sum_LPE,Sum_Cer_Sum_PE,Sum_DG_Sum_PE,Sum_DGDG_Sum_LPE,Sum_FA_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPE_Sum_PE"	11	7.351253005
10	SORBI_3010G121200	3.11E-08	"MGDG_34_1_,SQDG_32_0_,Sum_AEG_Sum_LPE,Sum_Cer_Sum_LPE,Sum_DGDG_Sum_LPE,Sum_LPC_Sum_LPE,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_PA_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	11	7.507052248
10	SORBI_3010G167900	7.90E-08	"AEG_o_30_2_,Sum_AEG_Sum_TG,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG,Sum_SQDG_Sum_TG"	11	7.102145101
1	SORBI_3001G311700	8.97E-08	"AEG_o_34_4_,DG_36_2_,PC_32_2_,PC_33_2_,PE_34_1_,PE_34_2_,PE_36_2_,Sum_AEG,Sum_AEG_Sum_TG,Sum_DGDG_Sum_PC"	10	7.047157255
1	SORBI_3001G311800	8.97E-08	"AEG_o_34_4_,DG_36_2_,PC_32_2_,PC_33_2_,PE_34_1_,PE_34_2_,PE_36_2_,Sum_AEG,Sum_AEG_Sum_TG,Sum_DGDG_Sum_PC"	10	7.047157255
3	SORBI_3003G002300	4.85E-08	"Sum_AEG_Sum_TG,Sum_Cer_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG"	10	7.314675115
3	SORBI_3003G002400	7.16E-08	"Sum_AEG_Sum_TG,Sum_Cer_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG"	10	7.145328212
3	SORBI_3003G002501	7.16E-08	"Sum_AEG_Sum_TG,Sum_Cer_Sum_LPE,Sum_DG_Sum_TG,Sum_DGDG_Sum_SQDG,Sum_DGDG_Sum_TG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG"	10	7.145328212
3	SORBI_3003G157600	4.02E-08	"FA_18_4_,FA_22_0__amide,SQDG_32_0_,Sum_Cer,Sum_Cer_Sum_FA,Sum_DGDG_Sum_SQDG,Sum_FA_Sum_GalCer,Sum_PA_Sum_TG,Sum_SQDG_Sum_TG,TG_56_8_"	10	7.396198726
3	SORBI_3003G183400	1.65E-08	"FA_22_0__amide,Sum_AEG_Sum_GalCer,Sum_DG_Sum_MGDG,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_MGDG,Sum_FA_Sum_GalCer,Sum_FA_Sum_MGDG,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_PC_Sum_PG"	10	7.782652946
4	SORBI_3004G124100	7.95E-08	"Sum_AEG_Sum_PC,Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_MGDG_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	10	7.099552521
4	SORBI_3004G125300	6.95E-08	"Sum_AEG_Sum_PS,Sum_Cer_Sum_PA,Sum_Cer_Sum_PG,Sum_DG_Sum_PA,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_MGDG_Sum_PA,Sum_MGDG_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS"	10	7.15785032
4	SORBI_3004G206300	6.39E-08	"Sum_AEG_Sum_PC,Sum_Cer_Sum_PC,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_FA_Sum_GalCer,Sum_FA_Sum_PC,Sum_LPE_Sum_PC,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_TG,Sum_PA_Sum_PC"	10	7.194349238
5	SORBI_3005G088700	9.93E-08	"PS_36_2_,Sum_AEG_Sum_PA,Sum_Cer_Sum_PA,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_PA,Sum_DGDG_Sum_TG,Sum_LPE_Sum_MGDG,Sum_MGDG_Sum_TG,Sum_PS"	10	7.002938584
5	SORBI_3005G110427	2.06E-08	"Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	10	7.686482042
5	SORBI_3005G110430	2.06E-08	"Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	10	7.686482042
5	SORBI_3005G115200	3.18E-08	"Sum_AEG_Sum_DG,Sum_AEG_Sum_MGDG,Sum_Cer_Sum_DG,Sum_DG_Sum_MGDG,Sum_DG_Sum_TG,Sum_FA_Sum_GalCer,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_TG,Sum_PA_Sum_PS"	10	7.496958338
6	SORBI_3006G037700	7.49E-08	"SQDG_32_0_,Sum_AEG_Sum_PE,Sum_Cer_Sum_PC,Sum_Cer_Sum_PE,Sum_FA_Sum_GalCer,Sum_FA_Sum_LPC,Sum_LPE_Sum_PE,Sum_PS_Sum_SQDG,TG_54_5_,TG_54_6_"	10	7.125309725
6	SORBI_3006G049450	6.63E-09	"Sum_DG_Sum_TG,Sum_DGDG_Sum_PG,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_MGDG_Sum_TG,Sum_PA_Sum_PG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PE_Sum_PG,Sum_SQDG_Sum_TG"	10	8.178623201
6	SORBI_3006G207100	9.54E-08	"Sum_AEG_Sum_GalCer,Sum_AEG_Sum_PA,Sum_Cer_Sum_PA,Sum_DG_Sum_PA,Sum_DG_Sum_TG,Sum_DGDG_Sum_GalCer,Sum_DGDG_Sum_PA,Sum_LPC_Sum_PA,Sum_LPE_Sum_PA,Sum_MGDG_Sum_PA"	10	7.020241403
8	SORBI_3008G073800	5.99E-08	"FA_22_0__amide,Sum_AEG_Sum_MG,Sum_AEG_Sum_PS,Sum_Cer_Sum_MG,Sum_Cer_Sum_PC,Sum_DGDG_Sum_MG,Sum_FA_Sum_MG,Sum_LPC_Sum_MG,Sum_LPE_Sum_MG,TG_58_5_"	10	7.222318186
8	SORBI_3008G093500	6.13E-08	"DG_16_0_,DGTS_34_5_,FA_22_0__amide,Sum_AEG_Sum_LPE,Sum_Cer_Sum_PA,Sum_DGDG_Sum_LPE,Sum_FA_Sum_PA,Sum_LPC_Sum_PA,TG_24_0_,TG_28_0_"	10	7.212780615
9	SORBI_3009G098150	7.47E-08	"FA_22_0__amide,PC_35_3_,Sum_DG_Sum_TG,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_TG,Sum_FA_Sum_GalCer,Sum_FA_Sum_PC,Sum_LPC_Sum_MGDG,Sum_LPE_Sum_MGDG,Sum_MGDG_Sum_TG"	10	7.126820349
9	SORBI_3009G126000	9.67E-09	"Sum_AEG_Sum_PA,Sum_Cer_Sum_LPC,Sum_DG_Sum_PA,Sum_DGDG_Sum_LPC,Sum_DGDG_Sum_PA,Sum_MGDG_Sum_PA,TG_52_4_,TG_54_4_,TG_54_5_,TG_54_6_"	10	8.014733261
9	SORBI_3009G155900	6.73E-09	"Sum_AEG_Sum_PC,Sum_DG_Sum_PC,Sum_DG_Sum_PG,Sum_DGDG_Sum_PC,Sum_DGDG_Sum_PG,Sum_FA_Sum_PC,Sum_LPC_Sum_PC,Sum_MGDG_Sum_PC,Sum_MGDG_Sum_PG,Sum_PA_Sum_PC"	10	8.171891053
10	SORBI_3010G109000	5.94E-09	"Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	10	8.226459506
10	SORBI_3010G109100	5.94E-09	"Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	10	8.226459506
10	SORBI_3010G147000	2.67E-08	"SQDG_32_0_,Sum_AEG_Sum_TG,Sum_DG_Sum_TG,Sum_DGDG_Sum_TG,Sum_LPC_Sum_TG,Sum_MGDG_Sum_TG,Sum_PA_Sum_TG,Sum_PC_Sum_TG,Sum_PG_Sum_TG,Sum_PS_Sum_TG"	10	7.574226038
10	SORBI_3010G279450	2.28E-23	"Sum_AEG_Sum_PS,Sum_DG_Sum_PS,Sum_DGDG_Sum_PS,Sum_LPC_Sum_PS,Sum_LPE_Sum_PS,Sum_MGDG_Sum_PS,Sum_PA_Sum_PS,Sum_PC_Sum_PS,Sum_PE_Sum_PS,Sum_PG_Sum_PS"	10	22.64249566
1	SORBI_3001G261549	8.95E-08	"DG_16_0_,Sum_AEG_Sum_SQDG,Sum_DG_Sum_SQDG,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_LPC_Sum_SQDG,Sum_LPE_Sum_SQDG,Sum_MGDG_Sum_SQDG,Sum_PA_Sum_SQDG"	9	7.048279849
1	SORBI_3001G261553	8.95E-08	"DG_16_0_,Sum_AEG_Sum_SQDG,Sum_DG_Sum_SQDG,Sum_DGDG_Sum_MG,Sum_DGDG_Sum_SQDG,Sum_LPC_Sum_SQDG,Sum_LPE_Sum_SQDG,Sum_MGDG_Sum_SQDG,Sum_PA_Sum_SQDG"	9	7.048279849
