Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number			Chromosome	gene	phenotype	n_snps	best_snp	best_pvalue	phenotype_number
3	SORBI_3003G189100	AEG(o-15:2_15:0);PC(18:1_18:2);PC(18:1_20:4);PC(18:2_20:4);TG(16:1_16:1_22:5);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	18;10;6;6;4;12;7	SNP_50874030;SNP_50900145;SNP_50888301;SNP_50875238;SNP_50900461;SNP_50881752;SNP_50876795	3.149326e-12;1.986944e-08;2.880915e-16;2.06115e-16;1.699532e-16;1.816936e-29;1.972447e-11	7			4	SORBI_3004G153600	AEG(o-15:2_15:0)	9	SNP_48582157	3.16E-08	1
3	SORBI_3003G189200	AEG(o-15:2_15:0);PC(18:1_18:2);PC(18:1_20:4);PC(18:2_20:4);TG(16:1_16:1_22:5);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	13;36;7;5;5;35;6	SNP_50882062;SNP_50900145;SNP_50888301;SNP_50900461;SNP_50900461;SNP_50881752;SNP_50888301	3.149326e-12;1.986944e-08;2.880915e-16;2.06115e-16;1.699532e-16;1.816936e-29;1.972447e-11	7			4	SORBI_3004G153700	AEG(o-15:2_15:0)	8	SNP_48588272	3.16E-08	1
3	SORBI_3003G189333	AEG(o-15:2_15:0);PC(18:1_18:2);PC(18:1_20:4);PC(18:2_20:4);TG(16:1_16:1_22:5);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	11;58;8;5;8;60;8	SNP_50884452;SNP_50900145;SNP_50888301;SNP_50900461;SNP_50900461;SNP_50900176;SNP_50888301	3.149326e-12;1.986944e-08;2.880915e-16;2.06115e-16;1.699532e-16;1.816936e-29;1.972447e-11	7			4	SORBI_3004G156950	AEG(o-15:2_15:0)	33	SNP_49727039	4.31E-08	1
3	SORBI_3003G189466	AEG(o-15:2_15:0);PC(18:1_18:2);PC(18:1_20:4);PC(18:2_20:4);TG(16:1_16:1_22:5);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	10;58;8;5;8;60;8	SNP_50900461;SNP_50900145;SNP_50888301;SNP_50900461;SNP_50900461;SNP_50900176;SNP_50888301	3.149326e-12;1.986944e-08;2.880915e-16;2.06115e-16;1.699532e-16;1.816936e-29;1.972447e-11	7			4	SORBI_3004G308800	AEG(o-15:2_15:0)	42	SNP_64620220	3.53E-08	1
3	SORBI_3003G207600	PC(16:1_20:5);TG(18:0_18:2_20:1);TG(18:1_18:1_18:1);TG(18:1_18:1_20:3);TG(18:1_18:2_18:3);TG(18:1_18:2_22:0);TG(18:2_18:3_20:1)	24;7;18;11;7;9;10	SNP_53866249;SNP_53869468;SNP_53866885;SNP_53868947;SNP_53869468;SNP_53868910;SNP_53868909	1.552368e-12;7.004694e-10;3.520076e-13;1.773719e-08;7.004739e-10;2.630691e-10;2.923943e-11	7			4	SORBI_3004G308900	AEG(o-15:2_15:0)	48	SNP_64620220	3.53E-08	1
5	SORBI_3005G110493	PC(14:0_18:3);PC(16:0_20:1);TG(10:0_10:0_10:0);TG(14:0_14:0_16:1);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	14;88;78;26;85;78;66	SNP_30943756;SNP_30942555;SNP_30942967;SNP_30940899;SNP_30942638;SNP_30943740;SNP_30944705	3.500126e-12;5.829438e-12;1.854586e-11;3.502277e-08;1.827879e-09;4.092254e-13;8.894658e-11	7			4	SORBI_3004G309000	AEG(o-15:2_15:0)	53	SNP_64631645	3.53E-08	1
1	SORBI_3001G311833	AEG(o-16:2_18:2);DG(18:0_18:2_0:0);PC(14:0_18:0);PC(14:0_18:2);PE(18:0_18:3);PE(18:1_18:1)	75;74;76;143;121;104	SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457;SNP_59849457	8.108799e-08;5.330221e-09;8.316551e-08;2.116827e-08;5.251615e-10;3.755925e-08	6			4	SORBI_3004G309100	AEG(o-15:2_15:0)	54	SNP_64631645	3.53E-08	1
1	SORBI_3001G311866	AEG(o-16:2_18:2);DG(18:0_18:2_0:0);PC(14:0_18:0);PC(14:0_18:2);PE(18:0_18:3);PE(18:1_18:1)	92;101;92;147;128;112	SNP_59853923;SNP_59854364;SNP_59853923;SNP_59853878;SNP_59853878;SNP_59853878	8.108799e-08;5.330221e-09;8.316551e-08;2.116827e-08;5.251615e-10;3.755925e-08	6			4	SORBI_3004G309200	AEG(o-15:2_15:0)	55	SNP_64632723	3.53E-08	1
2	SORBI_3002G115200	AEG(o-15:2_15:0);PC(16:1_20:5);PC(18:1_18:2);PC(18:2_20:4);TG(18:1_18:2_18:2);TG(18:3_18:3_18:3)	173;173;189;183;182;179	SNP_14124716;SNP_14125643;SNP_14124716;SNP_14124716;SNP_14124716;SNP_14124716	6.962226e-10;3.726411e-08;4.061886e-11;1.554754e-10;3.753589e-08;4.214345e-08	6			4	SORBI_3004G309300	AEG(o-15:2_15:0)	60	SNP_64635247	3.53E-08	1
2	SORBI_3002G115300	AEG(o-15:2_15:0);PC(16:1_20:5);PC(18:1_18:2);PC(18:2_20:4);TG(18:1_18:2_18:2);TG(18:3_18:3_18:3)	213;187;238;231;212;204	SNP_14128279;SNP_14128332;SNP_14128279;SNP_14128279;SNP_14128279;SNP_14128279	6.962226e-10;3.726411e-08;4.061886e-11;4.990549e-11;3.753589e-08;4.214345e-08	6			4	SORBI_3004G331600	AEG(o-15:2_15:0)	84	SNP_66460960	2.82E-09	1
2	SORBI_3002G117100	TG(14:0_18:1_18:2);TG(18:1_18:2_18:2);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	48;52;46;36;38;54	SNP_14465628;SNP_14465628;SNP_14465628;SNP_14465628;SNP_14465628;SNP_14465628	4.281005e-08;5.031906e-08;4.491482e-11;1.109073e-10;9.559308e-12;3.761098e-13	6			4	SORBI_3004G331700	AEG(o-15:2_15:0)	125	SNP_66467593	2.82E-09	1
2	SORBI_3002G117200	TG(14:0_18:1_18:2);TG(18:1_18:2_18:2);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	49;53;45;34;40;54	SNP_14472104;SNP_14472104;SNP_14473994;SNP_14476143;SNP_14477731;SNP_14477731	4.281005e-08;5.031906e-08;4.491482e-11;1.109073e-10;9.559308e-12;3.761098e-13	6			4	SORBI_3004G331800	AEG(o-15:2_15:0)	229	SNP_66477479	2.82E-09	1
2	SORBI_3002G117300	TG(14:0_18:1_18:2);TG(18:1_18:2_18:2);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	52;59;48;37;43;56	SNP_14472104;SNP_14472104;SNP_14473994;SNP_14476143;SNP_14477731;SNP_14477731	4.281005e-08;5.031906e-08;4.491482e-11;1.109073e-10;9.559308e-12;3.761098e-13	6			4	SORBI_3004G331900	AEG(o-15:2_15:0)	240	SNP_66478586	2.82E-09	1
2	SORBI_3002G173900	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:1_18:3);TG(16:1_16:1_22:5);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	3;3;3;6;3;5	SNP_55014023;SNP_55014023;SNP_55018719;SNP_54996595;SNP_55019069;SNP_55018719	6.425999e-08;1.49319e-10;6.846689e-09;6.203074e-16;3.878045e-18;7.834272e-09	6			4	SORBI_3004G332000	AEG(o-15:2_15:0)	244	SNP_66487989	2.82E-09	1
2	SORBI_3002G174000	PC(18:1_20:4);PC(18:2_20:4);TG(14:0_18:1_18:3);TG(16:1_16:1_22:5);TG(18:1_18:2_18:2);TG(18:3_18:3_20:3)	2;2;3;5;3;7	SNP_55018783;SNP_55017244;SNP_55018719;SNP_55018719;SNP_55019069;SNP_55018719	6.425999e-08;1.49319e-10;6.846689e-09;6.203074e-16;3.878045e-18;7.834272e-09	6			4	SORBI_3004G332100	AEG(o-15:2_15:0)	251	SNP_66494888	9.97E-09	1
9	SORBI_3009G021800	TG(12:0_16:0_16:0);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_16:1_22:6);TG(14:0_18:3_18:3);TG(16:0_18:1_20:0)	34;24;34;26;126;5	SNP_1936873;SNP_1937043;SNP_1936873;SNP_1937043;SNP_1937458;SNP_1937043	2.402727e-10;4.681005e-08;2.402737e-10;9.691296e-08;1.516695e-10;5.489616e-08	6			4	SORBI_3004G332200	AEG(o-15:2_15:0)	217	SNP_66498692	9.97E-09	1
9	SORBI_3009G021900	TG(12:0_16:0_16:0);TG(14:0_14:0_16:1);TG(14:0_14:0_18:0);TG(14:0_16:1_22:6);TG(14:0_18:3_18:3);TG(16:0_18:1_20:0)	54;40;54;43;126;23	SNP_1936873;SNP_1937043;SNP_1936873;SNP_1937043;SNP_1937458;SNP_1937043	2.402727e-10;4.681005e-08;2.402737e-10;9.691296e-08;1.516695e-10;5.489616e-08	6			4	SORBI_3004G332300	AEG(o-15:2_15:0)	218	SNP_66501484	4.25E-11	1
9	SORBI_3009G056032	SQDG(16:0_18:1);TG(12:0_16:0_18:1);TG(14:0_16:0_18:1);TG(16:0_18:1_20:0);TG(16:0_18:1_22:0);TG(16:0_18:2_22:0)	7;32;51;50;24;35	SNP_5661239;SNP_5659455;SNP_5659455;SNP_5670951;SNP_5657708;SNP_5661344	1.790113e-08;9.074468e-08;4.678983e-10;1.566778e-09;8.898202e-08;4.093775e-08	6			4	SORBI_3004G332400	AEG(o-15:2_15:0)	234	SNP_66510762	4.25E-11	1
9	SORBI_3009G056100	SQDG(16:0_18:1);TG(12:0_16:0_18:1);TG(14:0_16:0_18:1);TG(16:0_18:1_20:0);TG(16:0_18:1_22:0);TG(16:0_18:2_22:0)	6;31;50;50;22;34	SNP_5665237;SNP_5670948;SNP_5670948;SNP_5670951;SNP_5666090;SNP_5670904	1.790113e-08;9.074468e-08;4.678983e-10;1.566778e-09;8.898202e-08;4.093775e-08	6			4	SORBI_3004G332500	AEG(o-15:2_15:0)	229	SNP_66516652	4.25E-11	1
10	SORBI_3010G170800	TG(18:1_18:3_22:0);TG(18:2_18:2_18:4);TG(18:2_18:3_22:1);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	70;62;75;113;81;82	SNP_50220336;SNP_50220336;SNP_50220336;SNP_50220336;SNP_50220336;SNP_50220336	5.230011e-08;3.972938e-09;4.660156e-12;2.115947e-09;1.227939e-12;5.066037e-11	6			4	SORBI_3004G332600	AEG(o-15:2_15:0)	225	SNP_66518829	4.25E-11	1
10	SORBI_3010G170900	TG(18:1_18:3_22:0);TG(18:2_18:2_18:4);TG(18:2_18:3_22:1);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	63;57;76;114;82;80	SNP_50222736;SNP_50222736;SNP_50222525;SNP_50222736;SNP_50222736;SNP_50222736	5.230011e-08;3.972938e-09;4.660156e-12;2.115947e-09;1.227939e-12;5.066037e-11	6			4	SORBI_3004G332700	AEG(o-15:2_15:0)	130	SNP_66525111	4.25E-11	1
1	SORBI_3001G082300	TG(18:1_18:3_22:0);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	50;18;20;10;10	SNP_6352556;SNP_6352511;SNP_6353528;SNP_6353479;SNP_6352511	7.591413e-10;9.496805e-10;3.811405e-11;3.254792e-23;1.014048e-09	5			4	SORBI_3004G332800	AEG(o-15:2_15:0)	82	SNP_66528128	4.25E-11	1
1	SORBI_3001G082400	TG(18:1_18:3_22:0);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	51;20;20;10;11	SNP_6352556;SNP_6352511;SNP_6353528;SNP_6353479;SNP_6352511	7.591413e-10;9.496805e-10;3.811405e-11;3.254792e-23;1.014048e-09	5			4	SORBI_3004G332900	AEG(o-15:2_15:0)	81	SNP_66540196	1.16E-09	1
1	SORBI_3001G219400	PC(18:0_20:4);PC(18:2_20:4);TG(12:0_18:1_18:3);TG(12:0_18:2_18:3);TG(18:1_18:2_18:2)	25;27;28;38;42	SNP_20553434;SNP_20553434;SNP_20553434;SNP_20553434;SNP_20564444	4.048914e-09;2.192151e-10;6.487645e-09;1.072258e-10;5.917071e-08	5			4	SORBI_3004G333000	AEG(o-15:2_15:0)	82	SNP_66546244	1.16E-09	1
1	SORBI_3001G312000	PC(14:0_18:0);PC(16:0_16:0);PC(16:0_22:6);PC(18:3_0:0);PE(18:0_18:3)	174;176;206;192;195	SNP_59869722;SNP_59869722;SNP_59869570;SNP_59869570;SNP_59869570	1.302629e-09;2.329328e-08;1.389286e-08;9.327851e-09;8.848169e-08	5			4	SORBI_3004G334300	AEG(o-15:2_15:0)	88	SNP_66652943	6.42E-08	1
1	SORBI_3001G312100	PC(14:0_18:0);PC(16:0_16:0);PC(16:0_22:6);PC(18:3_0:0);PE(18:0_18:3)	231;241;273;262;230	SNP_59873946;SNP_59873946;SNP_59873692;SNP_59873824;SNP_59873838	7.035213e-10;1.980922e-08;1.389286e-08;9.327851e-09;8.848169e-08	5			4	SORBI_3004G334400	AEG(o-15:2_15:0)	12	SNP_66668684	6.42E-08	1
1	SORBI_3001G312200	PC(14:0_18:0);PC(16:0_16:0);PC(16:0_22:6);PC(18:3_0:0);PE(18:0_18:3)	230;240;266;255;225	SNP_59876826;SNP_59876826;SNP_59876720;SNP_59876826;SNP_59876720	7.035213e-10;1.980922e-08;1.389286e-08;9.327851e-09;8.848169e-08	5			4	SORBI_3004G334501	AEG(o-15:2_15:0)	11	SNP_66674862	6.42E-08	1
1	SORBI_3001G312300	PC(14:0_18:0);PC(16:0_16:0);PC(16:0_22:6);PC(18:3_0:0);PE(18:0_18:3)	207;217;240;232;199	SNP_59880408;SNP_59880408;SNP_59880224;SNP_59880224;SNP_59880408	7.035213e-10;1.980922e-08;1.389286e-08;9.327851e-09;8.848169e-08	5			4	SORBI_3004G334601	AEG(o-15:2_15:0)	12	SNP_66674862	6.42E-08	1
1	SORBI_3001G312350	PC(14:0_18:0);PC(16:0_16:0);PC(16:0_22:6);PC(18:3_0:0);PE(18:0_18:3)	193;203;222;214;189	SNP_59885379;SNP_59885379;SNP_59885379;SNP_59885379;SNP_59886227	7.035213e-10;1.980922e-08;1.389286e-08;9.327851e-09;9.034061e-08	5			4	SORBI_3004G334700	AEG(o-15:2_15:0)	5	SNP_66691472	8.34E-09	1
1	SORBI_3001G383800	PC(16:0_22:5);PC(18:0_18:3);PC(18:0_20:4);PC(18:1_20:1);PC(18:1_24:1)	33;45;49;46;54	SNP_67110592;SNP_67111175;SNP_67111038;SNP_67111175;SNP_67111175	1.31225e-10;3.354081e-08;5.182315e-09;1.381548e-08;2.002883e-12	5			4	SORBI_3004G334800	AEG(o-15:2_15:0)	4	SNP_66699462	8.34E-09	1
1	SORBI_3001G383900	PC(16:0_22:5);PC(18:0_18:3);PC(18:0_20:4);PC(18:1_20:1);PC(18:1_24:1)	32;45;47;46;54	SNP_67115602;SNP_67116220;SNP_67116582;SNP_67116220;SNP_67115602	1.31225e-10;3.354081e-08;5.182315e-09;1.381548e-08;2.002883e-12	5			4	SORBI_3004G334900	AEG(o-15:2_15:0)	5	SNP_66699462	8.34E-09	1
1	SORBI_3001G384000	PC(16:0_22:5);PC(18:0_18:3);PC(18:0_20:4);PC(18:1_20:1);PC(18:1_24:1)	94;82;82;81;96	SNP_67130903;SNP_67126525;SNP_67126525;SNP_67126525;SNP_67126525	1.31225e-10;3.354081e-08;5.182315e-09;1.381548e-08;2.002883e-12	5			4	SORBI_3004G335000	AEG(o-15:2_15:0)	34	SNP_66705595	8.34E-09	1
1	SORBI_3001G384100	PC(16:0_22:5);PC(18:0_18:3);PC(18:0_20:4);PC(18:1_20:1);PC(18:1_24:1)	124;85;82;85;119	SNP_67132006;SNP_67132006;SNP_67132006;SNP_67132006;SNP_67132006	1.31225e-10;3.354081e-08;5.182315e-09;1.381548e-08;2.002883e-12	5			4	SORBI_3004G335100	AEG(o-15:2_15:0)	45	SNP_66712283	9.26E-08	1
1	SORBI_3001G384600	PC(16:0_20:3);PC(16:0_22:6);PC(18:1_24:1);PC(18:3_0:0);PE(16:0_18:1)	71;70;76;71;88	SNP_67188844;SNP_67188844;SNP_67188844;SNP_67188844;SNP_67188844	4.396026e-08;7.824566e-08;6.250256e-08;3.222286e-08;8.920101e-09	5			4	SORBI_3004G335200	AEG(o-15:2_15:0)	64	SNP_66719501	8.26E-08	1
1	SORBI_3001G479500	TG(18:1_18:3_22:0);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	112;62;7;5;27	SNP_75124502;SNP_75122131;SNP_75120235;SNP_75120235;SNP_75122131	2.878728e-08;2.014869e-09;2.166909e-08;1.440038e-11;2.571433e-14	5			4	SORBI_3004G335300	AEG(o-15:2_15:0)	68	SNP_66719501	8.26E-08	1
1	SORBI_3001G479600	TG(18:1_18:3_22:0);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	44;13;33;8;17	SNP_75131606;SNP_75132708;SNP_75133295;SNP_75147786;SNP_75132708	2.878728e-08;2.014869e-09;2.166909e-08;1.440038e-11;2.571433e-14	5			4	SORBI_3004G335500	AEG(o-15:2_15:0)	64	SNP_66764250	3.24E-09	1
1	SORBI_3001G479700	TG(18:1_18:3_22:0);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	48;9;44;10;14	SNP_75133739;SNP_75133739;SNP_75133295;SNP_75147786;SNP_75133739	2.878728e-08;2.014869e-09;2.166909e-08;1.440038e-11;2.571433e-14	5			4	SORBI_3004G335600	AEG(o-15:2_15:0)	49	SNP_66769766	3.24E-09	1
1	SORBI_3001G479800	TG(18:1_18:3_22:0);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	63;10;50;14;20	SNP_75143218;SNP_75143373;SNP_75143373;SNP_75147786;SNP_75143373	2.878728e-08;2.014869e-09;2.166909e-08;1.440038e-11;2.571433e-14	5			4	SORBI_3004G335700	AEG(o-15:2_15:0)	54	SNP_66769766	3.24E-09	1
1	SORBI_3001G479850	TG(18:1_18:3_22:0);TG(18:2_18:2_18:4);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	99;8;57;13;25	SNP_75153389;SNP_75153977;SNP_75153389;SNP_75153389;SNP_75152292	2.878728e-08;2.014869e-09;2.166909e-08;1.440038e-11;2.571433e-14	5			5	SORBI_3005G061000	AEG(o-15:2_15:0)	9	SNP_6402152	4.70E-08	1
2	SORBI_3002G374500	TG(14:0_18:1_18:2);TG(14:0_18:1_18:3);TG(18:1_18:2_18:2);TG(18:2_18:2_18:4);TG(18:3_18:3_18:3)	4;6;7;5;5	SNP_73239333;SNP_73239333;SNP_73239091;SNP_73221357;SNP_73221357	2.097301e-08;1.114538e-08;1.561991e-09;4.464157e-09;2.015128e-08	5			5	SORBI_3005G061033	AEG(o-15:2_15:0)	8	SNP_6421226	4.70E-08	1
2	SORBI_3002G374600	TG(14:0_18:1_18:2);TG(14:0_18:1_18:3);TG(18:1_18:2_18:2);TG(18:2_18:2_18:4);TG(18:3_18:3_18:3)	5;7;9;5;5	SNP_73239333;SNP_73239333;SNP_73239091;SNP_73239333;SNP_73239333	2.097301e-08;1.114538e-08;1.561991e-09;4.464157e-09;2.015128e-08	5			6	SORBI_3006G113200	AEG(o-15:2_15:0)	3	SNP_48115330	3.24E-08	1
2	SORBI_3002G374650	TG(14:0_18:1_18:2);TG(14:0_18:1_18:3);TG(18:1_18:2_18:2);TG(18:2_18:2_18:4);TG(18:3_18:3_18:3)	5;9;53;6;6	SNP_73239333;SNP_73239333;SNP_73239091;SNP_73239333;SNP_73239333	2.097301e-08;1.114538e-08;1.561991e-09;4.464157e-09;2.015128e-08	5			6	SORBI_3006G113301	AEG(o-15:2_15:0)	3	SNP_48115330	3.24E-08	1
2	SORBI_3002G374700	TG(14:0_18:1_18:2);TG(14:0_18:1_18:3);TG(18:1_18:2_18:2);TG(18:2_18:2_18:4);TG(18:3_18:3_18:3)	4;9;58;5;5	SNP_73242803;SNP_73242803;SNP_73242761;SNP_73242803;SNP_73242803	2.097301e-08;1.114538e-08;1.561991e-09;4.464157e-09;2.015128e-08	5			6	SORBI_3006G113400	AEG(o-15:2_15:0)	3	SNP_48131595	3.24E-08	1
3	SORBI_3003G161950	PC(16:0_20:1);TG(14:0_16:0_18:1);TG(18:2_20:2_22:2);TG(18:2_20:3_22:0);TG(18:3_18:3_18:3)	43;34;46;31;28	SNP_19579300;SNP_19579384;SNP_19584058;SNP_19583802;SNP_19594590	5.829438e-12;4.633011e-09;2.609362e-10;6.513357e-12;8.127653e-08	5			7	SORBI_3007G014400	AEG(o-15:2_15:0)	42	SNP_1234264	8.78E-08	1
3	SORBI_3003G173400	DGDG(18:2_18:3);PC(18:2_20:4);SQDG(16:0_18:3);SQDG(18:2_18:3);SQDG(18:3_18:3)	16;10;15;12;14	SNP_38777308;SNP_38778545;SNP_38777308;SNP_38777308;SNP_38777308	1.815082e-09;3.703328e-10;8.099076e-11;1.43513e-08;3.298393e-11	5			7	SORBI_3007G014500	AEG(o-15:2_15:0)	42	SNP_1245933	8.78E-08	1
3	SORBI_3003G250000	TG(16:1_16:1_22:5);TG(18:0_18:0_18:2);TG(18:2_18:2_22:1);TG(18:2_18:3_20:1);TG(18:3_18:3_20:3)	16;18;27;19;22	SNP_58820516;SNP_58823919;SNP_58823919;SNP_58823919;SNP_58823919	4.078951e-08;6.900946e-08;1.858421e-08;1.307708e-08;2.91261e-08	5			8	SORBI_3008G082150	AEG(o-15:2_15:0)	3	SNP_14969543	2.63E-09	1
3	SORBI_3003G250100	TG(16:1_16:1_22:5);TG(18:0_18:0_18:2);TG(18:2_18:2_22:1);TG(18:2_18:3_20:1);TG(18:3_18:3_20:3)	33;31;37;19;37	SNP_58833691;SNP_58833246;SNP_58832508;SNP_58830797;SNP_58833246	4.078951e-08;6.900946e-08;1.858421e-08;1.307708e-08;2.91261e-08	5			9	SORBI_3009G133100	AEG(o-15:2_15:0)	8	SNP_48751553	5.04E-09	1
3	SORBI_3003G250160	TG(16:1_16:1_22:5);TG(18:0_18:0_18:2);TG(18:2_18:2_22:1);TG(18:2_18:3_20:1);TG(18:3_18:3_20:3)	23;25;23;4;28	SNP_58840561;SNP_58840561;SNP_58840561;SNP_58840741;SNP_58840561	4.078951e-08;6.900946e-08;1.858421e-08;1.307708e-08;2.91261e-08	5			9	SORBI_3009G133201	AEG(o-15:2_15:0)	10	SNP_48751553	5.04E-09	1
4	SORBI_3004G225800	TG(12:0_16:0_16:0);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1);TG(16:0_18:1_20:0);TG(16:0_18:2_22:0)	49;49;8;10;12	SNP_57586258;SNP_57586258;SNP_57589442;SNP_57589442;SNP_57589442	4.880199e-10;4.880236e-10;4.696006e-08;4.594801e-08;3.266423e-08	5			9	SORBI_3009G133300	AEG(o-15:2_15:0)	30	SNP_48755389	5.04E-09	1
4	SORBI_3004G225900	TG(12:0_16:0_16:0);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1);TG(16:0_18:1_20:0);TG(16:0_18:2_22:0)	81;81;28;42;43	SNP_57601803;SNP_57601803;SNP_57601562;SNP_57601803;SNP_57601562	4.880199e-10;4.880236e-10;5.657861e-09;1.749446e-08;3.266423e-08	5			10	SORBI_3010G015000	AEG(o-15:2_15:0)	73	SNP_1217129	2.14E-08	1
4	SORBI_3004G226000	TG(12:0_16:0_16:0);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1);TG(16:0_18:1_20:0);TG(16:0_18:2_22:0)	88;88;35;143;142	SNP_57601803;SNP_57601803;SNP_57601803;SNP_57601803;SNP_57601803	4.880199e-10;4.880236e-10;5.657861e-09;1.749446e-08;3.266423e-08	5			10	SORBI_3010G015100	AEG(o-15:2_15:0)	58	SNP_1220811	2.14E-08	1
4	SORBI_3004G226100	TG(12:0_16:0_16:0);TG(14:0_14:0_18:0);TG(14:0_16:0_18:1);TG(16:0_18:1_20:0);TG(16:0_18:2_22:0)	82;82;31;147;145	SNP_57605932;SNP_57605932;SNP_57607390;SNP_57607390;SNP_57607390	9.444214e-10;9.444269e-10;5.657861e-09;1.749446e-08;5.203648e-08	5			10	SORBI_3010G015200	AEG(o-15:2_15:0)	69	SNP_1223501	2.14E-08	1
6	SORBI_3006G037700	SQDG(16:0_18:1);TG(18:0_18:2_20:1);TG(18:1_18:2_18:3);TG(18:1_18:2_22:0);TG(18:2_18:3_20:1)	32;48;48;131;27	SNP_14477916;SNP_14477916;SNP_14477916;SNP_14475354;SNP_14475255	2.004013e-08;3.220782e-08;3.220791e-08;7.493596e-08;2.537485e-08	5			10	SORBI_3010G015300	AEG(o-15:2_15:0)	58	SNP_1231512	2.14E-08	1
6	SORBI_3006G214300	DG(16:0_18:2);DG(18:2_18:3);DGDG(16:0_18:2);MG(18:2);MGDG(18:2_18:3)	83;101;130;88;60	SNP_56248368;SNP_56247772;SNP_56247529;SNP_56247581;SNP_56247581	2.785536e-08;7.962184e-10;6.660666e-08;3.856837e-10;2.443555e-08	5			10	SORBI_3010G015400	AEG(o-15:2_15:0)	66	SNP_1231512	2.14E-08	1
6	SORBI_3006G215500	DGDG(16:0_18:2);MG(12:0);MG(16:0);MG(18:2);PE(12:0_12:0)	187;105;105;149;105	SNP_56339057;SNP_56350067;SNP_56350067;SNP_56339317;SNP_56350067	9.270671e-08;4.471976e-08;5.164676e-08;4.863686e-08;1.529692e-08	5			10	SORBI_3010G015500	AEG(o-15:2_15:0)	65	SNP_1234453	2.14E-08	1
6	SORBI_3006G215600	DGDG(16:0_18:2);MG(12:0);MG(16:0);MG(18:2);PE(12:0_12:0)	225;148;148;191;148	SNP_56340422;SNP_56350067;SNP_56350067;SNP_56340422;SNP_56350067	9.270671e-08;4.471976e-08;3.19244e-08;4.863686e-08;1.529692e-08	5			10	SORBI_3010G167900	AEG(o-15:2_15:0)	7	SNP_49604812	6.55E-08	1
6	SORBI_3006G215650	DGDG(16:0_18:2);MG(12:0);MG(16:0);MG(18:2);PE(12:0_12:0)	220;128;131;132;127	SNP_56354273;SNP_56354273;SNP_56354273;SNP_56354273;SNP_56354273	9.270671e-08;4.471976e-08;3.19244e-08;4.863686e-08;1.529692e-08	5			10	SORBI_3010G189600	AEG(o-15:2_15:0)	15	SNP_53066494	8.48E-08	1
6	SORBI_3006G215700	DGDG(16:0_18:2);MG(12:0);MG(16:0);MG(18:2);PE(12:0_12:0)	216;124;127;128;123	SNP_56355013;SNP_56355013;SNP_56355013;SNP_56355013;SNP_56355013	9.270671e-08;4.471976e-08;3.19244e-08;4.863686e-08;1.529692e-08	5			10	SORBI_3010G189700	AEG(o-15:2_15:0)	21	SNP_53080546	8.48E-08	1
7	SORBI_3007G147200	DGTS(34:5);TG(18:0_18:2_20:1);TG(18:1_18:2_18:3);TG(18:1_18:2_22:0);TG(18:2_18:3_20:1)	14;14;14;14;10	SNP_57746500;SNP_57746729;SNP_57746729;SNP_57743175;SNP_57743175	1.301766e-09;7.363624e-08;7.363674e-08;9.521863e-08;1.184509e-09	5			4	SORBI_3004G066200	AEG(o-18:3_16:1)	50	SNP_5363545	6.02E-08	1
