,DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(30:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(60:4),TG(60:5),TG(60:6)
PI533754_control,27316917.16,323902.7068,2860626.396,3231256.125,3509590.415,1877975.711,60940.26437,113818.6196,367138.3248,3455850.267,1311515.36,2361782.081,675974.0923,1462006.184,19341826.24,299507.2738,2890441.759,777421.4253,46518388.04,1047702.825,767136.8285,1384879.078,376670.9523,3938627.935,771.7894515,161146.5679,11510934.08,4263117.079,12509337.56,152921324.8,31891.75668,2885974.693,130511.1284,273800.0789,7186964.348,66532.23077,318124.7648,174400.56,435577.3024,4041945.882,8077.023648,498183.5944,272977.572,118249.8286,173232.1977,3610.201151,65994.5079,10411.63774,39593.25259,45064.36372,27374.82857,15949.19218,104665.3546,62876.16769,28818.9751,16127.87825,12409.52146,48268.34404,120032.0786,393530.0894,181307.166,24303.38506,20176.80834,10389.25902,53828.53994,294750.1103,1128542.312,1013752.821,1287040.837,748554.5164,16565.83434,32210.47959,132898.1705,315522.2369,518897.4025,979849.2973,3800208.725,1246707.061,473888.9995,25986.35732,6600.179513,3883.742764,20525.99964,21592.44448,32738.73981,9195.514698,6199.948489,3122.407188,3788.940698,3267.788243,6622.873142,9255.271954,3853.74717
PI533754_lowinput,26497154.45,4477761.771,2612821.537,1790373.635,2050924.38,4760545.109,112115.8428,98223.83305,357997.0206,1541432.204,1104696.147,2683081.08,265923.7279,1084327.571,16258984.05,308443.2153,4535974.925,827217.6534,43870298.98,773716.2852,376377.1306,1010351.489,110320.6611,3444000.483,15384.16596,22604.67607,7950815.604,2480287.399,7236868.53,141788520.7,13717.33993,1071357.022,18773.51556,108170.5534,2691599.068,16081.32317,249460.747,62763.15889,179244.5999,1287177.545,65077.60201,509787.1078,274330.4328,118425.5233,188470.7242,18537.05133,30665.49063,42467.23793,80611.31723,148297.5401,35137.2022,7534.74044,126882.9528,142405.4797,61369.78199,21030.14953,1415.307365,7620.891753,175780.2626,320742.7292,203828.9177,19479.49103,12223.95936,11509.35246,68233.20832,308095.8541,573481.9321,1021984.288,1595083.055,1712689.616,28547.06844,219880.7229,803638.9209,1231412.54,2576860.173,1435361.294,5901125.337,3936082.379,2724285.179,87495.58366,20066.47585,24285.61121,37349.3518,30461.59198,125519.0007,42152.79621,20621.71884,14284.39837,8271.186188,4692.781319,8491.194487,10046.59321,10404.56166
PI533755_control,26899325.81,303258.4381,2884343.981,2721531.313,2659722.571,1761182.279,43246.2585,108298.8329,394571.5633,2426042.575,946772.4029,2103649.645,641553.8807,1393980.59,19488740.67,288482.3876,3239835.176,697046.8985,44256643.79,928518.8987,606375.0053,1229368.53,235160.2623,3565799.594,441.1974541,114469.7573,10155731.26,3430491.621,9048543.332,153797263,29824.3364,2446279.005,129479.8079,277919.3993,8060809.766,60162.54999,410232.7345,177568.1943,431409.6477,4515041.492,10840.80769,146093.2568,109841.1129,25823.28875,63608.91862,2323.403444,41762.11957,5278.006434,30365.9482,36802.28501,19078.90893,11425.31092,115178.7801,60653.92201,40788.20866,9806.971363,8391.719043,36878.94436,778577.5715,838729.9652,164888.9386,26356.47069,18266.8592,10823.34855,383765.6664,2622785.387,5088251.328,1402309.086,988814.0901,648452.0082,57913.74526,354640.5199,1430191.856,1620821.249,987507.2298,837110.7143,2638133.426,915655.9313,398034.0149,40469.96771,21187.2856,26605.4019,37897.71165,28640.64163,28183.95712,7643.895661,8308.343404,6379.339881,6128.774102,2351.454083,5924.744722,8453.746812,2101.838252
PI533755_lowinput,24549507.54,4185057.149,2533880.543,1791904.474,2092223.626,3309816.823,47877.87632,76698.7454,362306.5316,1576703.592,836716.8,1740142.184,419688.5206,1199030.893,16006442.38,252640.4464,3181412.866,582250.5824,39219665.25,717804.9429,352350.3732,894160.718,90620.485,3022313.878,3633.801804,24127.69711,6717822.918,2311236.097,5354029.756,136684253.1,16206.29081,1478514.149,33364.64841,141565.0438,4225872.745,22732.3773,251568.8964,88821.46827,229921.6279,1987457.598,26518.54866,628222.9389,226202.8172,87924.26416,146671.2871,7809.931511,55087.4186,40948.70922,103337.6161,132933.4498,76535.12814,5343.74287,147447.4059,234547.4297,227358.8475,22669.52749,5144.107353,16328.08981,326551.0831,416680.9008,177283.3875,26108.73184,7312.603393,11462.93976,92831.99245,440295.3802,695044.59,1075974.683,1390860.492,1108696.154,49761.03227,300766.9529,921980.5723,1462113.484,2484883.297,1725578.155,6025280.266,3185142.008,1548017.505,109458.1162,40755.71217,12925.8713,54435.52952,35443.02649,177640.6411,20306.16242,29205.14065,11090.02553,9880.637471,6498.819398,7327.849837,7397.486314,3072.037196
PI533757_control,27399452.11,215308.9526,2836467.288,2125861.269,2197908.85,1528654.933,35276.30579,70277.84823,225796.059,2054157.713,851418.1318,1476015.993,417084.9229,1199430.065,16809151.75,325429.0721,2727582.318,792007.097,43146394.11,823044.0482,532620.6013,892285.1238,202524.996,3526100.198,254.3465935,45921.95375,7888998.779,3207902.996,10359178.03,151783740.8,18920.40681,1908724.738,66571.07055,254604.6789,6138595.008,47730.45945,297258.3383,168038.8618,390201.0563,3435889.483,4580.015716,123996.5151,87397.17574,30793.15198,52691.04645,2700.366514,21422.24608,9036.771103,18061.35153,20558.17404,16394.03053,4429.378729,66103.78395,13708.30605,16230.46632,5639.058035,3225.998523,19111.74738,82098.68723,218918.4974,120162.3104,20193.78536,10991.99967,5230.867836,40342.7316,286171.065,717621.4304,746908.6954,1181813.31,913765.5845,17507.09084,35191.0006,160119.0248,299186.2005,438243.285,999279.6316,4844167.116,1774794.114,708089.9373,11613.96638,4284.720921,4231.413849,18624.99267,24529.37348,38769.86419,15316.84452,2582.389136,2381.69173,2222.457074,2421.138513,4323.593844,7071.04025,2789.626414
PI533757_lowinput,28759470.11,4122991.013,2536943.076,1858010.264,1888884.528,2927567.606,47921.75823,85195.76078,363714.1061,1580436.655,836225.3503,2015750.385,499325.0994,1238102.818,17760940.47,235523.29,4036641.198,988024.6319,46747331.27,844297.7566,364891.6421,961060.8668,92048.03328,3404799.814,4509.025498,36980.46631,7008272.814,2843427.228,6780040.228,153643052.3,20831.00521,1764251.507,21863.26339,202848.301,4600926.015,26939.79645,338758.1389,123729.8275,403312.2549,2493728.331,16198.77985,466991.0489,114283.4606,78033.04139,126638.9295,10533.18132,46551.41611,27301.24829,88517.02221,125217.6931,70399.97604,3206.224476,131807.3456,185221.4154,135703.3222,10245.98964,4506.576677,17858.22878,247225.9776,284155.8093,118438.36,23775.76196,16681.86804,6872.286991,73082.08669,324328.4767,511361.1125,907951.319,1279452.776,1088323.643,29718.60334,250214.2265,696717.2428,1349974.479,2322830.134,1868529.672,6714750.563,4188052.002,2164731.381,65735.44572,29183.30426,16958.73765,25535.13766,31134.6565,183183.8182,26336.4402,23747.97377,8498.350648,6993.067176,2073.000846,3603.65873,4220.594476,2911.327994
PI533758_control,26594582.4,212103.9091,2673586.965,2122229.118,2027101.467,1214013.946,32566.62585,70132.49358,308095.5561,2147820.224,695229.1853,1280217.796,424605.8475,1000250.393,16571995.22,237284.5869,2470325.238,549163.5448,42816691.62,712592.2861,511125.5075,875240.9218,179809.1223,3420645.563,349.9649055,52536.4263,7088615.2,2623500.782,6429055.761,151524844.8,21646.93546,2114882.044,89424.99446,279429.7366,7588222.232,45642.06723,345824.1046,189216.9486,412823.3386,4351243.828,6852.131252,249825.6872,141442.4926,52966.25546,93758.79118,4576.101107,34751.60081,12073.68293,24378.60126,16282.20282,37064.16865,20023.57358,63861.29736,42104.01851,39924.41822,8161.980558,21404.89,42797.77335,274492.8455,582457.796,132130.5953,31046.31731,28309.28998,17194.87764,111513.4922,1203226.53,2756649.225,1113686.013,961413.823,602689.1589,35977.38782,74389.34074,570891.1533,804142.7991,670462.8784,1070683.138,3710975.904,1060312.472,366557.8803,12571.9522,9823.571843,13820.83626,24382.5203,24683.42235,25571.84442,13901.40353,4584.186687,3343.802538,3459.507782,2481.57848,3952.407818,6618.548511,2385.939357
PI533758_lowinput,25200709.16,4456412.107,2532651.825,1863294.524,2048395.457,3243959.372,46658.35417,105168.845,468949.5589,1823808.375,916885.3991,1873032.516,475142.6067,1288006.145,14304944.19,328119.8797,4494001.267,824563.2389,39380056.14,731739.8903,347501.5024,910349.8363,103935.8325,3106629.493,4891.813626,55359.90381,6685093.944,3445439.328,7492781.257,134887970.6,11430.01769,1297089.769,27042.41605,167938.1589,3091317.794,12820.30299,241561.7728,86956.82644,246828.7914,1467419.646,70232.82919,792713.7883,421749.2447,169061.3701,275948.4759,32497.63226,101946.4253,204775.1188,214851.5123,363661.6246,225853.2613,14191.93838,236134.2018,520066.0264,423511.7476,60155.41553,8539.973904,7222.490805,549870.9591,680523.0826,274161.2196,29344.98235,19564.76677,9997.313587,146954.4097,723110.3831,1197217.454,1851569.592,2195984.217,1623597.658,67210.12647,448430.0635,1639153.676,2834421.756,4651168.773,3134652.636,9163914.855,5815622.854,2594147.923,111887.6529,47878.56702,53026.96748,93254.42556,62343.24906,305018.8174,32531.29878,48495.97165,17569.51541,16151.98455,7739.766324,10071.90581,9093.744304,4612.950693
PI533759_control,23220253.65,241979.0757,3685078.405,2101751.451,1865872.931,970669.3984,25377.45353,64464.37927,307130.4604,2182075.091,639750.937,1127470.636,523214.4299,1224946.536,13987067.03,276058.6717,1978928.664,688488.6123,35700015.2,965245.9789,454785.2352,1064358.787,185716.5709,2964322.424,244.4794874,54938.74221,6957942.098,3346743.497,8130050.2,130121882.6,12130.12193,1742314.163,95986.9607,321452.6326,6022796.295,48616.09626,272502.9765,194110.2416,434700.0686,3372439.624,5072.535006,209244.7415,124506.8311,46110.61657,76337.95272,5824.805979,19845.12725,20135.46464,20834.81436,9955.942925,7887.789368,3877.432542,80069.39607,16692.28262,12183.32218,5903.399559,3754.956525,8095.659036,71383.09855,168480.9353,73861.45411,12387.01421,6991.606656,3433.403034,34659.7436,231208.4102,897633.1913,607897.6925,700326.356,410776.3583,16259.16669,27028.60045,119013.3968,232745.0232,381903.3475,1070624.182,2977170,798788.1302,271297.8504,30590.49564,3958.06404,4347.490008,14905.74138,26161.4492,25450.77333,7895.340893,3056.66448,1713.591722,3233.157446,1674.250918,2951.673411,4192.328913,1915.54433
PI533759_lowinput,25969899.71,3612525.826,2534063.737,2188257.076,2354299.187,4245124.583,45999.34204,97943.06605,488157.4917,2173897.662,1083004.058,2170418.998,589885.0033,1522246.35,16094225.39,333914.6649,3983783.83,1138425.141,44756277.36,788630.0905,364676.9221,915414.027,121914.9448,3166883.47,4147.54462,97339.60707,5768440.03,4031544.04,8327673.201,138368389.8,19733.56451,1645664.434,54966.11893,388702.7975,4578617.503,38727.14608,343579.035,143501.3252,393926.2196,2169560.485,5031.126274,74237.71627,23015.0617,7712.125014,17748.61378,1257.650581,6812.982002,37498.0036,59571.23639,50494.66665,14944.27808,1059.612465,113546.272,30817.67245,22160.69801,2935.016435,569.5122201,2096.431167,123802.4474,185839.0296,116251.2536,16522.49531,9228.071727,4764.9478,46237.18061,194386.2068,552243.5975,1169729.781,1557866.337,1293891.4,16083.7195,106048.7173,348790.6948,1238449.939,3493136.984,3015713.52,8688154.083,6709104.234,3448846.114,48656.08281,7089.14065,4560.465072,36319.33929,44249.86752,265810.7662,28376.98623,6959.991481,2333.953575,3574.376677,4131.893364,6481.581051,9247.221899,3657.512408
PI533760_control,23831254.99,243349.0504,2632307.008,2186857.229,2204190.703,1513443.98,31818.91406,71060.66876,180382.4812,2100809.052,840112.6475,1723989.278,436918.0617,1156398.011,16445579.82,242027.8724,2677275.414,567632.9222,40662478.88,753215.7329,531424.6743,1017947.708,207116.38,3177250.244,406.7839771,53129.82301,8187913.757,2761450.776,7520836.3,136452459.3,22411.62305,2083231.58,83288.195,259895.1908,7082708.378,51266.49063,346212.225,161688.0159,412936.4847,3876180.332,14754.36697,334877.131,196159.7456,62119.45252,115777.3495,6178.31174,31443.57051,18872.03599,17712.57404,24446.73402,14470.51403,6626.888412,47255.05436,31931.17795,20439.82621,9631.183819,6118.178176,16847.00379,89995.90896,243576.4994,124035.2687,15391.82423,12418.77951,5389.228135,44628.1954,332226.698,822558.9239,582692.836,737974.2168,480867.3655,16305.48516,42065.26615,197139.1087,298104.773,338321.9539,481995.5269,1890501.678,635647.9186,251145.6461,15581.95376,3762.646118,5099.689876,10113.98657,12106.54365,14519.7467,5514.81189,2764.73948,1787.949255,1772.581433,2070.123222,3245.257719,5426.412428,2384.808141
PI533761_control,28633048.54,297395.7154,3119984.514,3375233.375,2783650.679,1573734.687,45298.90894,78159.08124,251347.0596,2762838.557,902413.8581,1689142.389,834974.2324,1452110.225,21107706.05,287296.7894,2745039.679,739444.7833,46381457.89,1102205.517,638282.4829,1299003.731,246462.3387,4069094.465,150.2257682,112049.7075,11859940.08,4628256.858,11152979.06,141327707.2,25780.23067,2594367.153,169053.248,280515.9893,9128729.955,64359.95315,390228.9118,238489.8898,477274.359,4972111.55,12619.03589,403262.8931,192447.6102,88911.8671,141906.0528,6389.89634,40633.51837,13435.92486,24403.57954,42141.30604,19722.44729,6040.724431,44897.44337,22358.89812,18871.03875,7520.457254,3494.170627,16765.70604,72056.5209,191039.071,94999.70626,14582.15845,9654.84492,5401.185751,36514.9972,231732.1436,544711.3801,576862.1934,743233.216,532818.4226,19897.32573,19497.77028,136046.2951,202415.5297,296378.9255,745827.8866,2854581.669,925935.6045,401966.9387,18306.38187,3740.913006,3136.315504,7498.117376,15631.81671,19516.77138,8095.232794,3132.420279,1781.775891,1704.408783,1764.965225,3273.225134,4787.713975,2433.344218
PI533761_lowinput,26782630.62,3867634.257,2549240.068,2028302.066,2468804.07,3821011.844,87664.38928,99198.84146,413422.3266,2056780.108,941461.5836,2128889.514,429271.5526,1377529.306,16903009.8,334909.0906,3469456.718,901236.455,43402200.13,803081.8687,399223.0081,935292.1935,112182.7325,3405327.968,10114.25506,33458.51623,6424379.134,2715780.106,7034211.946,142703995.8,19332.07703,1634855.925,36355.98648,205866.381,4691714.81,35711.88672,293178.1897,121033.8711,350576.398,2238372.888,107093.0265,642059.0798,310426.1945,134740.4906,210138.0792,15904.79013,34548.87189,50040.69291,73470.87782,79126.61182,41976.53969,2195.331538,113507.0277,115186.6234,49570.66483,7288.855025,2427.424776,6794.260376,163460.6874,242853.9294,100710.8024,16326.70568,8938.756837,5282.953988,72533.55356,243469.7114,444504.496,763338.423,1063889.407,884925.7223,14959.03208,125771.7791,333703.6315,643929.2401,1727937.421,1435772.367,5545334.371,2852575.891,1512684.463,83649.34914,10121.3292,5153.107886,16650.09126,17513.69801,135571.5181,16303.88329,5735.369509,2580.540373,3060.943811,2022.051707,3061.25446,3476.257089,2399.65194
PI533762_control,28912740.91,318422.3449,3023519.598,2728331.892,2566169.086,2146845.167,91503.3242,67595.72273,177253.3067,2379962.603,1096052.178,2868982.376,680223.3788,1715348.857,22492322.25,286624.1147,3313736.574,759015.3494,47123647.36,1006630.212,719689.7338,1318369.585,260402.3652,4205955.751,961.4190436,67433.88332,12040686.6,3385867.037,9829981.556,160696948.7,28203.22255,2800502.657,114181.9687,285702.8519,9110418.256,63598.42381,411488.6257,186398.5883,497014.4302,4881523.981,12531.38257,327813.4995,178002.9699,84788.19066,143313.8219,4517.226334,42957.89362,6640.261177,26576.9255,35472.64663,27662.95459,24350.24889,78739.0064,28189.16836,24553.69267,27173.50139,5240.244159,50252.97446,110679.4566,489279.7484,303198.1654,20580.8157,26603.83644,17617.80057,49476.02227,390763.2632,784534.8148,872249.5706,1360016.174,1074866.7,19226.46235,27530.87372,173094.5861,310125.536,444139.3383,593351.9035,2716506.5,1041600.325,547423.57,32756.49215,10951.13251,7971.367372,18024.46361,32039.63254,13689.22537,15554.53018,7023.016612,6962.476101,4089.416539,7234.916876,10824.03597,15342.60387,11429.32982
PI533762_lowinput,23404631,3884058.141,2548109.545,1966143.956,2202034.399,3021874.311,33191.73443,78096.69341,414732.1025,1919391.026,804846.3889,1475327.201,586130.2548,1532789.095,14607944.36,316592.1901,2888547.397,876313.3686,36577042.04,718794.1625,338786.9659,876089.8266,104681.3406,2837076.873,5442.042098,48872.06679,5625316.828,4439773.619,8454192.877,129227051.1,17708.0199,1368258.296,46502.62356,279953.5388,3731656.29,24276.30548,213818.7137,128488.375,297991.3444,1861270.207,2860.143472,76397.90037,20642.03211,6613.370589,14464.70247,1195.412342,5880.780255,7167.510763,49255.12007,30912.12379,11602.91768,1437.572414,97334.55488,44608.85296,21697.57578,3919.76418,1069.476801,4189.846325,112990.5331,256319.6922,134875.0215,19142.08356,8750.386629,5460.465036,38872.2544,183694.2716,602354.4011,1423378.732,1835190.899,1126706.529,11976.31901,90840.38599,380162.4163,1013691.947,2964278.186,2624252.515,7169738.006,3743521.607,1455166.292,44436.2099,8434.849777,10866.92613,53209.99725,58537.47576,255729.5607,24937.67902,6753.922698,2524.94434,4785.621309,6215.306361,7325.849273,9667.739872,3843.8617
PI533766_control,24045402.06,199452.0516,2305254.319,1797352.089,1828098.375,1453021.548,22558.77079,46139.59914,143294.6444,1573183.333,772583.8782,1606558.915,328457.2813,767972.8203,15042881.61,158545.3185,1873890.745,450986.0283,34808216.87,536265.7252,499776.4982,838961.2688,247725.1145,3079076.349,344.6066581,43935.63935,6997903.578,2196701.669,5216970.093,133596602.4,22026.62152,1890172.421,68452.44397,247601.2396,6222993.966,39094.54947,249911.3283,139753.4162,301299.6892,3174525.527,5723.946079,161543.3092,110187.9401,33526.20807,54949.62493,2420.909952,18717.75918,7386.326932,13043.43812,17528.87761,12841.54526,4147.460624,56577.52718,12867.36829,11712.98852,6377.711943,2607.657625,8616.968472,66451.5015,177533.1111,114801.8339,12301.18921,7401.326048,4562.110536,39488.82906,237501.5149,543514.3452,420741.6574,680295.5146,601037.8018,12205.72812,24829.59272,129975.922,198733.4666,198851.2483,422574.1814,1920839.763,692670.2602,327138.1259,11301.55677,3197.913051,2578.131087,7463.036329,9629.846364,10193.72126,4625.362304,2445.2834,1518.614599,1805.649916,1535.424135,2604.867897,4465.503928,2755.541456
PI533766_lowinput,21956194.69,4125295.483,2609074.392,1950507.276,2477287.381,2611712.811,33069.07415,109503.5841,503920.551,2513498.369,929649.9379,1930659.947,616861.5839,1438715.636,13019551.94,412828.4589,2822963.827,678654.1454,35491172.36,766633.4061,369950.9445,928380.1746,116975.5739,2829313.948,7091.229185,46279.62414,6035736.657,3595227.935,6456150.917,117759144.7,8924.672587,1457165.746,49731.42104,214942.0777,3593237.345,37728.58095,229434.2908,116275.0501,288453.3812,1869021.36,3589.6955,161767.0922,59892.90828,36432.01291,79806.55295,5651.371774,24066.06211,26034.4581,70796.08084,70698.69466,37323.93841,2490.888112,119375.0738,103862.6802,75136.1034,10990.43824,1938.533519,3851.813964,182856.1411,272186.1907,102775.7355,13372.90953,7256.811549,2127.145848,60560.44363,276898.3631,547913.0976,1002795.125,1024778.154,638885.628,17106.73711,132397.4891,473328.3762,1168972.825,2261451.782,2133095.756,6016724.511,2360521.507,973023.5491,114515.8958,12885.15814,10282.03477,25670.96535,48978.64195,199624.9568,16475.1256,7387.35642,2768.956438,4079.381457,2871.160443,5477.338721,4482.493633,2868.46538
PI533769_control,23010839.93,273273.8635,2818956.342,2278046.359,2041539.71,1326244.661,27824.08641,73463.17445,208033.5516,1949508.689,712820.0437,1560638.094,666754.4261,2116622.195,17674151.6,417326.7605,2626153.152,816270.3891,37944870.58,809067.0823,511166.3694,1130360.899,215318.2147,3211331.21,540.9373961,87180.02506,8634633.535,3571332.772,8477088.281,133526801.3,24300.70382,2310310.148,143297.393,394511.509,7645384.853,66165.08269,350207.6259,216071.8783,500147.6141,3812460.481,12362.62586,236416.2136,158582.0413,43831.14905,76263.0094,3147.196285,27388.94292,7055.304141,13279.47855,18383.79741,16142.40752,7333.641817,37312.40575,18031.84406,12736.17347,10510.89475,5216.404553,15716.1941,81514.84417,250974.5338,124929.6523,12456.89599,9698.342502,5059.651661,31380.91264,289784.3371,801530.29,570952.4284,705125.4783,436186.2334,9845.889985,25130.10258,149223.8894,235644.0122,285550.3194,446919.3121,1808689.53,596028.6191,228130.1837,13036.91524,3427.629623,3874.468393,10692.23231,12542.40208,16836.3061,6356.340549,2255.989115,1523.456213,1543.193029,1652.081447,2562.247299,3990.771481,1851.793206
