,(+)-Abscisic acid,(-)-Caryophyllene oxide,"(10E,15E)-9,12,13-trihydroxyoctadeca-10,15-dienoic acid","(2R,6R)-2-methyl-6-tridecylpiperidine","(6E,10E,14E,18E)-2,6,10,15,19,23-hexamethyltetracosa-6,10,14,18-tetraene-1,2,3,22,23-pentol",.alpha.-Amyrin,.beta.-Amyrin,.beta.-Cryptoxanthin,.beta.-Sitosterol,"1,2,6,6,10,17,20-heptamethyl-17-[N-(2-methylphenyl)carbamoyl]-12-oxopentacyclo [12.8.0.0<2,11>.0<5,10>.0<15,20>]docos-13-en-7-yl acetate","1,2-dihydroxyheptadec-16-yn-4-yl acetate","1,9-Dideoxyforskolin","11,14,17-Eicosatrienoic acid,(Z,Z,Z)-","13-Keto-9Z,11E-octadecadienoic acid","14(15)-Epoxy-5Z,8Z,11Z-eicosatrienoic acid, methyl ester","16,16-Dimethylprostaglandin A1",19-Norandrosterone,"2,2'-Dithiobis(benzothiazole)",3-Epilupeol,3-Methoxylimaprost,3.10S-Hydroxypheophorbide a,"4,4'-Sulfonylbis[2-(prop-2-en-1-yl)phenol]","4,4-Dimethylcholest-8(9),24-dien-3.beta.-ol",4.alpha./.beta.-Hydroxyprostanozol,"5(6)-Epoxy-8Z,11Z,14Z-eicosatrienoic acid, methyl ester","5,7-Dimethoxy-3-hydroxyflavone",5.alpha.-Cholest-7-en-3.beta.-ol,7-Oxocholesterol,"8'-Apo-.beta.-carotenal, all-trans-","8(9)-Epoxy-5Z,11Z,14Z-eicosatrienoic acid, methyl ester","9,12-Octadecadiynoic Acid","9-Oxo-10(E),12(E)-octadecadienoic acid",Alloxanthin,Alpha-Carotene,Antheraxanthin,Arachidonoylthiophosphorylcholine,Austinoneol,Betulin,Boldenone cypionate,Celaxanthin,Cembrane_Diterpene_minus_Me,Chlorophyll a,"Cholesta-4,6-dien-3-one",Cholesterol,Cycloartenol acetate,"Di-.gamma.-linolenin(6c,9c,12c)",Diadinochrome,"Didodecyl 3,3'-thiodipropionate",Dipterocarpol,Docosapentaenamide,Empenthrin,Erythrodiol,Fucosterol,Ginsenoside F1,Glochidone,Hydroperoxy fatty acid (18:3),L-alpha-phosphatidyl choline,Lanosterol,Lupeol,Lutein,Lycopene,Medroxyprogesterone,NCGC00164361-03!decanedioic acid,"NCGC00179780-02_C20H32O_(5xi,9xi)-Beyer-15-en-18-ol","NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester,(9Z,12Z,15Z)-","NCGC00384683-01_C30H50O_Lup-20(29)-en-3-ol,(3alpha)-","NCGC00385123-01_C22H30O6_7b,9-Dihydroxy-3-(hydroxymethyl)-1,1,6,8-tetramethyl-5-oxo-1,1a,1b,4,4a,5,7a,7b,8,9-decahydro-9aH-cyclopropa[3,4]benzo[1,2-e]azulen-9a-yl acetate","NCGC00386020-01_C18H28O3_8-{(1S,5R)-4-Oxo-5-[(2Z)-2-penten-1-yl]-2-cyclopenten-1-yl}octanoic acid",Nandrolone,Nostoxanthin,Ophiobolin A,Oxo fatty acid (18:3),Palmitoyl ethanolamide,Panaxatriol,Pheophorbide A,Pheophytin a,Phytosphingosine,Pinolenic acid,Schaftoside,Sebacic acid,Stearoyl ethanolamide,Sumaresinolic acid,Tri-p-tolylamine,Ubidecarenone,Ubiquinone 9,Vitamin K1,Zeaxanthin,Zymosterol,[1-hexadecanoyloxy-3-phosphonooxypropan-2-yl]octadec-9-enoate,alpha-Tocopherol,beta-Carotene,beta-Zeacarotene,gamma-sitosterol,gibberellic acid,h_22_methandriol_m,"phenylmethyl(2S,3R)-3-hydroxy-2-[(phenylmethoxy)carbonylamino]butanoate"
PI576390,0.059088957,-0.024861768,0.688484494,-0.090806031,0.63185262,-0.02477365,0.014317084,0.110125705,0.025089119,0.05067692,0.478839631,0.206333324,0.029049874,0.578435871,0.002348762,0.145700078,0.254087383,0.481478078,0.303887618,0.122854053,0.232419241,0.007164025,0.029608091,0.532150421,0.010614481,-0.102971896,0.332105978,-0.82440051,0.100789414,0.010079846,0.578435775,0.333985964,0.160083487,0.05865532,0.032353962,0.185990658,0.064344127,-0.116317544,0.091567796,0.114227313,0.074164882,0.041433808,-0.833403542,0.332105964,0.104724559,0.021551919,0.117283831,0.235592141,-0.078756587,0.001085669,0.573920184,0.010547321,0.031180521,0.443705819,0.084594056,0.662942633,0.136769768,0.027712033,-0.019584695,-0.149976611,0.014244338,0.148794851,0.776567525,0.006409286,0.063974378,0.003600872,0.032252224,0.619195047,0.572911715,0.180641164,0.230333519,0.615507798,0.037413358,0.631852561,0.187792511,0.008378987,0.074517359,0.054338378,0.113011088,0.797691218,0.210525418,0.622937826,0.085352058,0.096607899,0.136948735,0.144732272,-0.19885877,0.06992392,0.183672571,0.150747957,0.058655396,0.121100454,0.162457304,0.016022318,0.027370944,0.072061225
PI597980,-0.020455434,0.26367003,0.306240554,6.93E-04,-0.034008244,-0.115883197,-0.076874084,0.097056461,0.12531036,-0.160991933,0.466250767,0.27246866,-0.025119816,0.359823373,0.035681551,0.118670564,0.229569372,0.600992555,0.507747679,0.056192545,0.555898786,0.315142369,0.13722948,0.211752147,0.040447059,-0.033687715,0.016196631,-1.249025578,0.126632317,0.040506886,0.359823321,0.251547613,0.129498871,0.02888322,0.054648285,0.379961148,0.067121737,0.083329225,0.162967156,0.203553956,0.004994571,0.04018345,-1.276146766,0.016196736,0.053229948,0.048346018,0.087308988,0.205037475,0.165388715,-0.056417351,0.226920501,0.298492102,0.073533678,0.088785611,0.421936041,0.278680167,-0.096733334,-0.032409182,-0.114731711,-0.162617807,0.02123102,0.227476734,0.788589489,-0.051837631,0.0955855,0.131450631,0.031703515,0.259229976,0.224675012,0.077872274,0.288594223,0.256091247,-0.003436225,-0.034008252,0.285403772,0.056227076,0.167583407,-0.046563819,0.072721184,0.814539106,0.15171569,0.093578019,0.064959696,-0.003733364,0.054963054,0.057074061,-0.194346259,0.557548641,0.075352546,-0.103187131,0.028883234,0.076937975,-0.12785978,0.082255972,-0.027578885,0.338243702
PI656094,0.021792029,-0.065912262,0.013981309,-0.150310612,0.604495152,-0.081336593,-0.062029555,-0.093469793,-0.081119558,-0.191173875,0.602044463,-0.096626216,-0.018387082,-0.028443752,-0.106644789,-0.126174587,-0.059232598,0.186360364,0.221266933,0.033567024,0.09975673,0.318659282,-0.020942178,-0.127193091,-0.108825766,0.241635959,0.306575284,-0.786927647,0,-0.109291005,-0.028443762,-0.06181437,-0.114314036,-0.108668585,0.043514269,-0.003731714,1.06257298,0.149280911,-0.016500786,-0.159146872,0.007796552,-0.053689289,-0.795046952,0.306575264,2.35E-04,-0.091284689,-0.086335069,1.15421869,0.116631438,-0.036898856,-0.02589849,0.113689507,0.02949018,0.412028338,0.015985514,-0.034617364,-0.201505715,-0.06094688,-0.068343597,-0.002996194,-0.172442852,-0.069685778,0.926553095,-0.036394884,-0.10106466,-0.091347747,0.957214322,-0.007210186,-0.026308634,-0.109188654,-0.017974994,-0.012343526,0.036921635,0.60449515,-0.003366941,0.005398143,-0.04519282,-0.105122215,-0.109051765,0.946259623,0.240365102,0.493016315,-0.025800224,0.001941101,-0.008404006,-0.099476179,0.003688951,0.243614152,0.1542204,0.023146207,-0.108668572,-0.093141988,0.099191451,-0.086187751,-0.022464941,-0.134937094
PI597973,0.207617261,0.324241249,0.196301875,-0.113045642,0.011339883,-0.017659002,0.009753072,0.079413212,0.004956456,0.166206725,0.530948491,0.14031131,0.141456964,0.17552133,-0.017459461,-0.002278629,0.0507536,0.717897351,0.06663399,-0.021069805,0.033993236,-0.042713112,0.084429197,-0.04582404,-0.013933809,0.315962024,0.216145015,-1.241657881,0.01082022,-0.014054727,0.175521259,0.070834826,0.062246056,-0.020536828,0.012450829,-0.24687,0.057124359,0.497921761,-0.011816297,0.006097306,0.010839497,0.005686317,-1.268280316,0.2161451,0.112561403,-0.006033903,0.04342158,0.275963751,0.407994354,0.186979554,0.111598341,0.300120882,0.086743691,0.135188139,0.466187592,0.147387155,-0.021994358,0.040362618,-0.012609561,-0.090624588,0.069884739,0.01037566,0.83282073,0.177490977,-0.001535083,0.314682992,0.032616279,0.146032493,0.110223374,0.106032239,0.102812112,0.139906684,-0.027233959,0.011339876,-0.0054674,-0.09594415,0.216754176,0.001647568,-0.018624004,0.843105432,0.092609035,-0.050932276,0.047741837,0.134988085,0.071829897,0.08402812,-0.111029037,0.316498702,0.433869183,0.082080963,-0.020536791,0.03044685,0.080201847,-0.002167357,0.135555446,-0.265842328
PI533915,0.088868463,-0.021596847,0.452876519,-0.073842613,-0.046879835,0.462131098,0.470520024,-0.026557422,0.182474436,-0.123550304,0.603916948,-0.123102958,0.741837121,0.180805563,-0.093835403,-0.076308829,-0.011339547,0.541809263,0.154474195,0.002731418,0.454684655,0.037146339,0.302876733,0.361809305,-0.086293964,-0.019096233,0.355226801,-1.401277457,0.033861954,-0.087276342,0.180805494,0.026598159,0.072356285,-0.08705637,0.077303446,-0.202656523,0.06814921,-0.041720927,0.191582821,0.03030279,0.736526134,-0.04586705,-1.44103308,0.355226983,0.420615623,-0.072586984,7.94E-04,0.317451909,-0.080391573,0.760042783,0.343810813,0.192545717,0.235637839,0.098431939,0.444265788,0.428019881,0.03933079,0.448208371,0.46559857,0.224700418,-0.089848981,0.171096216,0.927000997,0.723551148,-0.072479077,-0.244473636,0.039893053,0.387146844,0.343499919,-0.133192011,-0.062886949,0.384621689,0.015131721,-0.046879844,0.272981105,0.036712985,0.188587912,-0.119780876,0.037331433,0.942195434,0.307791798,-0.091994219,0.055153637,0.0157062,0.056003376,0.073337607,0.244680335,-0.139986252,0.137440443,0.384260461,-0.087056358,-0.051699696,0.082695216,-0.071047109,0.713911778,-0.120295942
PI576434,0.006877798,-0.130558209,-0.034936646,-0.110253657,-0.042092799,-0.23323472,-0.21639099,-0.063925884,-0.12680326,3.16E-04,0.426974544,-0.037252119,-0.05315344,-0.015406584,-0.102999808,-0.094550415,-0.059411811,0.241319763,-0.054961409,-0.386389181,-0.035453085,0.004375486,-0.136947145,-0.076969952,-0.103082523,0.868536393,-0.095772853,-1.429837468,0.030814338,-0.104345585,-0.015406624,-0.057765819,-0.122879313,-0.142295192,0.022107856,-0.203507327,0.017360882,-0.129113482,0.023796896,-0.1994749,-0.013033998,-0.066885157,-1.47254978,-0.095772771,-0.134827076,-0.086577231,-0.081726505,0.284669424,-0.035436057,-0.080090808,-0.08657949,-0.106725176,-0.036857779,-0.102326022,0.006080602,-0.083079506,-0.08633975,-0.185778515,-0.219683087,-0.063007672,-0.086440503,-0.081471912,0.694724285,-0.069487639,-0.167363521,-0.138686986,-0.013403463,-0.063534745,-0.086119967,-0.03979932,0.031111811,-0.066630485,-0.144908623,-0.04209281,-0.096827952,-0.020613706,0.311527658,-0.17422248,-0.101321809,0.702822397,0.152411841,-0.109166405,-0.064073466,-0.008384541,-0.051084096,-0.089092811,-0.05917367,-0.104449376,-0.215987693,0.162096696,-0.14229518,-0.229212332,-0.205470097,-0.07564516,-0.051256733,-0.149907981
PI656079,0.043373035,0.045691968,-0.027381438,-0.023755546,-0.030428906,-0.27512307,-0.221754789,-0.023479734,0.122787567,-0.014788626,0.412249391,0.040001723,-0.034077182,-0.093548818,-0.123879625,0.024899782,0.059045261,0.150794618,0.06701713,-0.332729794,-0.013988535,0.039029464,0.184811794,-0.145754765,-0.124255675,0.041688588,0.100306107,-1.460561663,0.063758979,-0.12524726,-0.093548835,0.025744282,-0.141339476,-0.121640212,0.0567239,0.010323473,0.019988683,0.197905478,0.118860385,-0.176823397,-0.019192445,-0.032319876,-1.506704816,0.100306123,-0.092063749,-0.10835644,-0.04155161,0.361601206,0.215968392,-0.055936771,-0.060832623,0.103868968,0.101456641,-0.113833264,-0.058546781,-0.086599619,-0.225849054,-0.187946793,-0.235943187,-0.019534952,-0.063416878,0.070582268,0.644177282,-0.019939351,-0.172926576,-0.056437774,-0.008491337,-0.044057254,-0.062027678,-0.053557486,0.081136356,-0.049086419,-0.146800863,-0.030428915,-0.099762964,-0.034294285,-0.001245174,-0.197012364,-0.083521243,0.650735341,0.115145999,-0.045782865,-0.06817664,0.033714112,-0.038874346,-0.094016839,-0.015833216,0.053540055,0.156669909,-0.150514588,-0.121640232,-0.108686213,-0.09060643,-0.07597633,-0.01421597,-0.238374765
PI656050,0.221678689,0.151317137,-0.005168603,-0.092573986,-0.031188837,-0.101933432,-0.04653136,-0.057784503,0.115277239,-0.167503672,0.350256167,-0.014644392,-0.037619498,-0.116171128,-0.171644403,-0.001972983,0.032279726,0.765330351,-0.086484226,-0.271842568,-0.040859058,0.083882571,0.332932078,-0.14600931,-0.164352317,0.884757549,0.17517701,-2.142340294,0.035653966,-0.165940786,-0.116171146,0,-0.060639913,-0.156770983,0.042777869,-0.302617517,0.030579166,0.293543084,0.109191078,-0.151034148,-0.001974037,-0.05632382,-2.441802769,0.175177095,0.147294141,-0.138021716,-0.05448723,0.34201651,0.242514344,-0.063560261,-0.047704757,0.182581959,0.23742882,-0.028592528,0.172346632,-0.066713247,0.283343583,0.008649896,-0.085430442,0.015963478,-0.190913988,0.070763822,0.593973543,-0.06447981,-0.208885734,0.131341401,0.010810782,-0.027802838,-0.047808858,-0.111074504,0.049958672,-0.033141043,-0.14888014,-0.03118885,-0.067075447,-0.009302407,0.253074217,-0.201075495,-0.033128026,0.601751828,0.081615735,-0.036826064,-0.026930402,0.096259487,0.026607501,-0.033254158,0.022445757,0.219981182,-0.141974496,0.160800655,-0.156770973,-0.119431174,-0.185282583,-0.074799125,-0.043456341,-0.231034234
PI656033,0,-0.026995441,0.581950354,-0.207556291,0.549387612,-0.289120031,-0.234159697,0.042881827,-0.059219622,0.083161262,0.477959694,0.125750212,-0.041080367,0.36280181,-0.017646899,0.105016989,0.179155101,0.228249374,0.101285483,0.020492928,0.168806909,0.171698795,-0.064571786,0.511361078,-0.014357343,0.768066197,0.054240836,-2.040897571,0.126384607,-0.015005821,0.362801822,0.217098704,0.067882685,-0.025846299,-0.090354258,0.1655824,0.068964788,-0.120719135,0.08154675,0.009636803,-0.006942444,-0.005169863,-2.258182685,0.054240919,-0.08636405,-0.009461271,0.042254003,0.361074694,-0.063792911,-0.055877434,0.434696379,-0.086917366,0.001294288,0.360874369,-0.036926609,0.559778618,0.055573587,-0.195348866,-0.274415843,-0.007218258,0.058992497,0.05374325,0.72958017,-0.059109892,-0.011268454,0.006067396,0.043062012,0.492977252,0.435718348,0.028043729,0.217444071,0.491581331,-0.08013089,0.549387607,0.067125348,0.006226792,0.151146906,-0.003451603,0.060408751,0.739983881,0.073524852,0.338154583,-0.012539552,0.033266695,0.08893127,0.036257844,-0.020845484,0.0206353,0.131997822,-0.005576221,-0.025846264,0.00621375,0.117334124,0.010043649,-0.047612823,-0.204272052
PI574455,0.177705156,0.128537897,0.104761546,-0.006263972,-0.009022682,0.096943126,0.102752959,0.076810095,0.263335786,0.111786854,0.604666548,0.168202532,0.01849862,-0.055595305,-0.052679835,0.122603319,0.180755934,0.350859002,0.127041742,0.07272571,-0.135786505,0.221004716,0.432471222,0.07970775,-0.043162961,0.213888167,0.298397198,-1.305731548,0.120762138,-0.043121058,-0.055595296,0.137698516,0.093319287,-0.012040093,0.071911107,0.257249423,0.084790277,0.303083462,0.077820142,0.085567268,0.041851216,0.006079054,-1.33700844,0.298397175,0.164871032,-0.03713201,0.049679595,0.418188952,0.296987566,0.014524667,0.062952713,0.138155477,0.310347617,-0.037018781,0.106539546,0.063315438,0.041946139,0.098925573,0.113033326,-0.155200751,0.126955411,0.146435475,0.86583958,0.023922739,-2.44E-04,0.005403406,0.059283007,0.082501148,0.063932686,0.02453527,0.174742743,0.079922773,0.009861614,-0.009022696,-0.061459985,0.04669384,0.046477194,-0.007956571,0.02464653,0.872604366,0.065516478,-0.019166967,0.038023893,0.100256495,0.140508179,0.095259263,-0.19804312,0.071991268,0.139554225,-0.032268115,-0.012040204,0.048829933,0.080197726,0.007961507,0.02173882,-0.284648681
PI24969,0.056143026,-0.037989277,0.13310088,0.026180894,0.471471447,-0.06477372,-0.043895131,-0.041013008,0.050146697,-0.064284816,0.463963777,-0.069481285,-0.108552295,0.011997676,-0.065958342,-0.083647249,-0.030506945,0.801095029,0.200114162,0.046211763,-0.19977277,0.308088136,0.035440485,-0.097583343,-0.06442904,0.332430854,0.092784508,-1.04648486,0.042147783,-0.065423967,0.011997653,-0.0257186,0.013349002,-0.04233316,0.055153648,-0.099550667,0.096732031,-0.038854896,0.046103442,-0.061484907,-0.044721201,-0.035424284,-1.062689944,0.092784522,0.032223742,-0.048075396,0.046553626,0.450069931,-0.008273701,-0.145614202,0.037944143,-0.061005929,0.061768465,0.286950133,-0.095683015,0.069076467,0.011584301,-0.002989296,-0.056800205,0.025124224,0.041899362,-0.026074103,0.720337446,-0.128734639,-0.124638244,0.079672872,0.061425523,0.076680692,0.036194273,-0.010745843,0.010206816,0.070508464,-0.001009449,0.471471524,-0.00966708,0.046002483,-0.075519686,-0.115716231,0.190728311,0.729639837,0.154290738,0.24529951,0.055960504,0.035791169,0.046062991,-0.021370989,0.026415034,0.201011997,0.270132851,0.3698682,-0.042333125,-0.004617585,0.129208001,0.041848445,-0.10371001,-0.087307613
PI656049,-0.194801251,-0.148392503,0.116077079,-0.206845461,0.412433189,-0.353376006,-0.332241951,-0.125239748,-0.177859905,-0.092096411,0.362346608,0.004149703,0.141668412,0.054244411,-0.187448172,0.001626206,0.053321126,0.114467252,0.341939734,-0.30037605,-0.217932631,0.329015484,-0.211411762,-0.050087393,-0.184450081,0.171768008,-0.144136119,-1.421124725,-0.176231063,-0.185847689,0.054244388,0.049776961,-0.057963225,-0.261786082,-0.082146124,-0.440312871,0.062467523,-0.092505852,0.067734318,-0.305290213,0.025579834,-0.104200574,-1.462911459,-0.144136036,-0.240744937,-0.171741137,-0.178761832,0.425489493,-0.126415766,0.192147399,0.036177781,-0.219283371,-0.147312197,0.228153579,-0.165819332,0.055524519,-0.248884254,-0.313396541,-0.338876346,-0.132663356,-0.227015131,0.061320386,0.627987609,0.162272274,-0.20566778,-0.188940412,0.039345029,0.069346791,0.035969201,-0.134884036,0.063892711,0.064131048,-0.205284553,0.412433152,-0.220371275,-0.045390862,0.126977596,-0.152070656,-0.125306943,0.632784014,0.156720667,0.473336276,-0.085759264,-0.294210001,-0.20580823,-0.142953991,-0.129449438,-0.103304133,-0.15372887,-0.204819405,-0.261786059,-0.286172684,-0.067198859,-0.085289807,0.120073804,-0.300535978
PI656034,0.226547793,0.171787216,0.500812677,-0.017706416,0.031889811,-0.135366045,-0.075281196,0.048170506,0.130624286,-0.188424316,0.385233071,0.124018112,0.318960828,0.31973667,-0.175969277,0.116856149,0.214074517,0.723071228,0.582195984,0.08551036,0.448513097,0.385215372,0.144564114,0.564199055,-0.166079028,0.464540737,0.066429293,-1.063474387,0.001339635,-0.166452878,0.31973665,0.233329697,0.124155814,-0.103319656,0.074559816,-0.112028526,0.099187491,0.30351589,0.162427427,-0.047143136,0.484616157,-0.020929552,-1.080403816,0.066429394,0.086243863,-0.145471658,0.018837298,0.472308985,0.312154235,0.260878018,0.457027144,0.192046464,0.151685164,0.075790823,0.309764903,0.492951288,-0.001669452,-0.027711768,-0.112255623,-0.030740476,-0.009093986,0.362125343,0.66041866,0.23661978,-0.183494848,0.024296504,0.067087341,0.476772344,0.46336997,-4.45E-04,0.129257969,0.477289616,0.019235386,0.031889785,-0.022504074,-0.018936436,0.471957885,-0.260186622,0.058007957,0.675298062,0.271074724,0.083603527,-0.0011755,0.063129594,0.1056796,0.094875144,-0.029263901,0.429750602,-0.155125363,0.227039964,-0.103319678,-0.055668649,0.041106319,0.044601182,0.295798259,-0.280659013
PI595718,-0.138145999,-0.006126312,0.174139191,-0.054446019,-0.044236228,-0.109824546,-0.103848803,-0.002639893,-0.02651586,-0.056649449,0.191833961,0.06275975,-0.161796667,0.052661792,-0.126658839,0.037223459,0.098664854,0.774380374,0.288066933,-0.183386933,-0.278796716,0.369425061,-0.020531644,-0.107772076,-0.125305727,0.242024955,-0.041504482,0.364126506,0.039175782,-0.126501137,0.052661707,0.086547801,-0.044073919,-0.083313111,-0.110261973,-0.047897091,0.122162088,-0.055901552,-0.041882346,-0.203576232,-0.134563172,-0.061869617,0.365016979,-0.041504395,-0.072408816,-0.115314952,-0.078939517,0.437995432,-0.054799164,-0.190357955,0.073831115,-0.114114278,-0.051016089,-0.127226524,-0.101511502,0.112600595,-0.063478062,-0.077524987,-0.100222222,-0.086559306,-0.021927975,-0.005701942,0.425860063,-0.192591762,-0.292297544,-0.007191825,0.107214224,0.114371713,0.072025025,-0.010764563,0.056666226,0.107129834,-0.038692745,-0.044236249,-0.107680305,-0.012339636,-0.082772067,-0.197103703,-0.063487652,0.426271142,0.114064342,-0.129624138,0.061075704,-0.046112621,-0.106043855,-0.049097782,-0.096542106,-0.08546354,0.003488311,-0.066329706,-0.083313126,-0.07499379,-0.075853993,0.012959502,-0.170112874,-0.835089505
PI659753,-0.161820769,0.045760893,0.427339308,-0.066898599,-0.061363346,-0.043976447,-0.053834264,0.021401749,-0.015342418,0.090034521,0.129617602,0.098923294,0.260045121,0.333105075,-0.118115601,0.01927286,0.08358162,0.384053805,0.249821591,-0.147101691,-0.333327824,0.303603468,-0.008361673,0.353632655,-0.111463921,0.266846429,-0.033641187,0.348713544,0.003142098,-0.112113401,0.333105056,0.141547917,-0.009106171,-0.084053508,-0.007031968,-0.419131179,0.116508558,0.12693678,0.00373903,-0.152498946,0.357908685,-0.053789966,0.349579539,-0.0336411,-0.045965574,-0.104353431,0.013379056,0.389970294,0.08885596,0.261791741,0.312445043,0.011230994,-0.006803274,-0.079115232,0.080674601,0.401247697,-0.135660134,-0.060888396,-0.031982297,-0.051937623,-0.008345141,0.028702762,0.396617138,0.229100457,-0.196016864,0.058447546,0.104001703,0.358125506,0.313144892,0.04998941,0.095090589,0.355780702,-0.036756714,-0.061363364,-0.108482703,-0.063350297,-0.02468121,-0.121384723,-0.040639912,0.392439382,0.197535338,-0.094156839,0.073717753,0.036533618,-0.019004767,-0.0091891,-0.051729907,0.187514769,0.346876503,-0.034682644,-0.084053524,-0.064784357,0.170880266,-0.006801938,0.233636399,-0.719186472
PI595744,0.202986023,0.055275317,0.049196435,0.100849127,0.786291072,0.073510382,0.103118628,-0.026689293,0.150475869,0.083671401,0.465585608,0.300290375,0.23372681,-0.105701174,-0.089458088,0.083928409,0.121812769,0.04518051,0.341821675,-0.012219933,-0.112860841,0.718150615,0.084381224,0.026766717,-0.08680975,0.207720381,0.520718704,0.355056972,-0.015284377,-0.087639629,-0.105701198,0.077970616,-0.029659413,-0.124416852,0.052488683,-0.326490024,0.118987159,0.329148817,0.050273361,-0.120293368,0.347803875,-0.03871386,0.35593314,0.520718858,0.207101824,-0.070911868,0.003391961,1.479597535,0.312973777,0.21657016,0.040849997,0.173197995,0.066666554,0.62212683,0.392203483,0.013601882,0.089601807,0.106758517,0.083272946,-0.053158684,-0.121709763,0.155089508,0.690183731,0.191985294,-0.126443065,0.058268551,0.10068773,0.048954711,0.041238234,0.039073164,0.19545812,0.045483295,0.252553215,0.786291068,-0.147924222,0.047966189,0.072542615,-0.089154099,-0.197651281,0.724290899,0.724581348,0.595254321,-0.017710827,0.194443398,0.08161605,0.016545154,-0.051316188,0.122053067,0.049841935,-0.018479892,-0.124416839,-0.068420247,0.272302938,-0.082946587,0.211968297,-0.470128399
PI533776,-0.191969443,0.023279264,-0.016737696,-0.021488183,-0.053943568,-0.24637028,-0.210077424,-0.015123626,0.093036071,-0.00418746,0.098935216,-0.018183012,-0.101405324,-0.144044986,-0.085795466,-0.031468514,0.005648654,0.065280758,0.179485196,-0.269071492,0.269243209,0.102964312,0,-0.117717712,-0.092864979,0.172992193,0.059944531,0.328926767,0.067274279,-0.093421184,-0.144045011,-0.030698826,-0.112422846,-0.066827962,-0.02979459,-0.3248929,0.039540908,-0.135436257,0.027304651,-0.17866611,-0.071436703,-0.033605808,0.32976004,0.059944619,-0.104862128,-0.078739626,-0.027487731,0.323252583,-0.136852658,-0.132015295,-0.099947131,0.051832955,-0.014349946,-0.119364879,-0.025087126,-0.060885498,0.010389183,-0.161630036,-0.213304274,-0.021628941,-0.085557854,-0.056678248,0.293067749,-0.113679454,-0.123426035,-0.056780999,0.032337521,-0.065923377,-0.100929204,-0.037063726,0.026558488,-0.070370557,-0.226323278,-0.053943581,0.130447398,0.039467269,-0.015620839,-0.120267252,-0.120704403,0.280249137,0.125131096,-0.118383086,-0.047608926,0.03935586,-0.041230852,-0.039458477,-0.028586444,-0.119959996,-0.034704881,0.10619792,-0.066827923,-0.046369691,-0.118290296,-0.065281226,-0.095805564,0.008569685
PI656119,0.051651519,-0.051221026,0.172337418,-0.018967766,-0.057833063,-0.252621148,-0.215888555,0.074121223,-0.077268945,0.127435088,0.080515386,0.091344794,-0.086391371,0.05810881,-0.004882175,-0.003685036,0.056166727,0.083288801,0.160294452,-0.141008272,0.424022682,0.100921433,-0.093964169,0.227202899,-0.009536619,0.171032422,-0.007974289,0.285935646,0.044755447,-0.008415674,0.058108788,0.045797237,0.089497722,0.026998976,0.086857021,-0.329007384,0.086485166,-0.120110005,0.037425225,0.029981808,-0.076659072,0.01998672,0.286692437,-0.007974179,-0.096146123,0.001008947,0.046821017,0.375517503,-0.111255086,-0.11404456,0.118691822,-0.201281101,-0.04852582,-0.167996217,-0.172721057,0.162459016,-0.052941487,-0.190671427,-0.22355409,-0.223623763,0.003918359,0.01899974,0.307466346,-0.109969214,0.133127365,-0.01423287,0.074643082,0.141783442,0.11646365,0.092522826,0.099478668,0.141656114,-0.145385856,-0.057833075,0.14500911,0.019711325,0.137267308,0.153841346,-0.046387435,0.299190127,0.162156934,-0.117781046,0.032999372,0.052663273,0.018731804,0.037120711,-0.285285473,-0.10311202,-0.082491208,-0.029014755,0.026999054,0.060370377,-0.022370144,0.041827842,-0.090045747,0.294662506
PI595743,-0.054309096,-0.191288192,-0.015304458,-0.171601084,0.166783383,-0.17015807,-0.130930137,-0.018442365,0.131637063,-0.146426544,-0.040746775,-0.041201367,-0.082969791,-0.095929805,-0.216137098,-0.013358131,0.016780973,0.258130568,0.044465433,-0.243984416,-0.096846317,0.014045341,0.336026412,-0.092005429,-0.218826401,0.241136695,0.011327174,0.276046582,0.056336425,-0.219889537,-0.095929839,-0.016412911,-0.225218641,-0.060961264,-0.149491923,-0.077636637,-0.003322002,-0.120549855,-0.074101815,-0.27101801,-0.05045613,-0.013115857,0.27678468,0.011327262,-0.043898351,-0.205209227,-0.176751509,0.279841126,-0.116785613,-0.114062031,-0.123734529,-0.070282628,0.200419256,0.01938185,-0.111175814,-0.049096016,-0.257656328,-0.108188816,-0.134586096,-0.087299728,0.001169474,-0.095324111,0.194259655,-0.112746696,-0.237396993,-0.031146546,0.015520608,-0.080548785,-0.124776551,-0.16651339,-0.017738571,-0.083922374,-0.246749148,0.166783408,-0.136482621,-0.137297107,0.164038385,-0.252367382,-0.084889248,0.180399367,0.059356726,0.103440537,-0.104453552,-0.027534197,-0.039594156,-0.074142866,-0.093635393,-0.113894896,-0.069030002,-0.069057012,-0.060961279,-0.043665178,-0.14198208,0.014859712,-0.088744231,-0.152492236
