,AEG(o-30:2),AEG(o-32:2),AEG(o-32:3),AEG(o-34:4),AEG(o-34:5),AEG(o-36:6),Cer(24:1),DG(16:0),DG(18:3),DG(20:1),DG(24:0),DG(34:1),DG(34:2),DG(34:3),DG(34:4),DG(36:2),DG(36:3),DG(36:4),DG(36:5),DG(36:6),DG(38:3),DGDG(34:1),DGDG(34:2),DGDG(34:3),DGDG(36:2),DGDG(36:3),DGDG(36:5),DGDG(36:6),DGTS(34:5),FA(18:4),FA(22:0) amide,FA(22:1),FA(22:1) amide,GalCer(d36:3),GalCer(d38:3),LPC(16:0),LPC(18:3),LPE(16:0),MG(12:0),MG(16:0),MG(18:1),MG(18:2),MG(18:3),MG(20:4),MGDG(34:1),MGDG(34:3),MGDG(36:4),MGDG(36:5),MGDG(36:6),PA(34:2),PC(18:2),PC(18:3),PC(32:0),PC(32:2),PC(32:3),PC(33:2),PC(33:3),PC(34:0),PC(34:1),PC(34:2),PC(34:3),PC(35:3),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(36:6),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(38:6),PC(42:2),PE(16:0),PE(18:2),PE(24:0),PE(34:0),PE(34:1),PE(34:2),PE(34:3),PE(36:2),PE(36:3),PE(36:4),PE(36:5),PE(36:6),PG(16:0),PG(34:1),PS(36:2),SQDG(30:0),SQDG(32:0),SQDG(34:1),SQDG(34:2),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:4),SQDG(36:5),SQDG(36:6),TG(24:0),TG(28:0),TG(30:0),TG(34:0),TG(36:0),TG(38:0),TG(40:0),TG(42:0),TG(42:1),TG(44:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(46:3),TG(48:0),TG(48:1),TG(48:2),TG(48:3),TG(48:4),TG(48:5),TG(50:1),TG(50:2),TG(50:3),TG(50:4),TG(50:5),TG(50:6),TG(52:1),TG(52:2),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(52:7),TG(54:1),TG(54:2),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:7),TG(54:8),TG(54:9),TG(56:1),TG(56:2),TG(56:3),TG(56:4),TG(56:5),TG(56:6),TG(56:8),TG(56:9),TG(58:1),TG(58:2),TG(58:3),TG(58:4),TG(58:5),TG(58:6),TG(60:4),TG(60:5),TG(60:6)
PI656011,0.350895157,-0.111005647,-0.081800586,-0.051317386,-0.108776786,-0.570678564,0.071756963,-0.530760673,-0.054847141,-0.042183163,-0.016925308,-0.066112429,-0.028914237,-0.102019622,0.063041844,-0.04071692,-0.011335328,-0.037155013,-6.94E-04,-0.062583436,-0.225787391,-0.044825407,-0.114054743,-0.026214915,-0.101041887,-0.048963649,-0.105435774,-0.042068526,-0.063280224,0.076125615,0.011753209,0.172534952,0.412623661,-0.04180776,-0.057118588,-0.042284336,-0.246937779,0.011450705,-0.080232632,-0.029614587,-0.045562411,-0.039286348,-0.072395849,-0.292845458,-0.281777771,-0.040890023,-0.083037641,-0.121085852,-0.042802117,-0.061699324,-0.063198479,-0.11430269,-0.027934962,-0.073916308,-0.114108924,-0.034365725,-0.114910533,-0.001191314,0.003744775,3.10E-04,-0.089730251,-0.106724514,0.106012576,-0.041967628,-0.079848398,-0.092566817,-0.10585371,-0.100225447,0.285354962,0.029761259,-0.083290025,0.015429705,0.067440007,-0.179881279,0.011450686,-0.007401612,-0.069318027,-0.038678769,-0.029196662,-0.042485103,-0.067577618,-0.07104656,-0.095703558,-0.061341276,-0.095327376,-0.117288901,-0.056751534,-0.084487615,0.012346264,-0.141640726,-0.007977662,-0.035141684,-0.019090284,-0.013576294,-0.102753709,0.00266498,-0.041989465,-0.066275404,-0.027113001,-0.606157732,-0.519201656,-0.59801568,-0.464669379,-0.180749225,-0.411116151,-0.159588049,-0.143829954,-0.019601962,-0.082577198,-0.009479048,0.001600545,0.006698975,0.088637579,-0.081245011,-0.009974918,0.018608302,-0.043449852,0.105889708,-0.046177838,-0.132921723,0.007060614,-0.054018545,-0.14036611,-0.197945911,-0.31346099,-0.221897905,0.012339652,0,-0.013542684,-0.11284323,-0.188906829,-0.187669478,-0.180194543,0.027719138,0.026050517,-0.041112058,-0.011556353,-0.010810283,-0.020537129,-0.01390453,-0.086630228,-0.101527501,-0.268642063,-0.113766761,-0.136190751,-0.018135289,-0.302248909,-0.069768405,-0.032859248,-0.083126221,-0.035262694,-0.271655908,-0.088619865,-0.140363363,-0.347645375,0.293706177,-0.272470412,-0.46103859,-0.41107624
PI533979,-0.053293873,0.103520347,0.054277557,0.100283744,0.093118228,0.169092624,0.225268943,-0.308162773,0.018465524,0.031804613,0.025516362,0.081464606,0.188200589,0.094455389,0.450487189,0.057523021,0.062462797,0.243787011,0.2183084,0.310610593,-0.095930839,0.140137712,0.064680903,0.084406659,0.014661942,0.021263953,0.069223787,0.0041652,-0.174854395,0.249669217,-0.342449704,-0.01139108,0.026995665,0.079312994,0.08885805,0.222691911,-0.287713893,0.326261117,0.05846082,0.157477313,0.073315813,0.189024603,0.011555157,-0.020605151,0.205994243,0.180247112,0.181203985,0.136138725,0.026554196,-9.92E-04,0.124140459,-0.044899145,0.107000939,0.20842291,-0.021484446,0.026510456,-0.152078781,0.134169176,-0.051207377,0.137512424,-0.028377536,0.003436736,-0.023112023,0.022899852,0.048666064,0.122029514,0.0152833,-0.011760888,-0.009734015,-0.017469649,0.167247889,0.040803871,0.296672211,-0.047114117,0.326261149,0.185618803,0.04512058,0.047623996,0.123964229,0.113888931,0.01694436,-0.011510003,-0.084782056,0.117876035,0.020832709,-0.065465663,0.107447251,0.069924792,0.226838273,0.353064629,0.195963911,0.246715024,0.136610748,0.119286542,0.324377234,0.066931884,0.125294116,0.118721592,0.123921379,-0.401309382,-0.594060765,-0.551657526,-0.744053795,-0.390519916,-0.638355412,-0.474385025,-0.426599399,-0.46214434,-0.136481606,-0.139918913,-0.009009602,0.126955713,0.157238879,-0.090384786,-0.019647176,0.087377535,0.216527248,0.005026012,-0.065307132,-0.060687211,-0.027215494,-0.006793593,-0.050013904,-0.071933151,-0.15495704,-0.149339276,-0.036303781,-0.06181891,-0.062704133,-0.041205706,-0.080579092,-0.124587638,0.006690281,0.100542086,0.011242649,-0.108954536,-0.130955558,-0.098462276,-0.027471386,-0.016703337,-0.159994386,-0.202571141,-0.211128523,-0.020647442,-0.299343342,-0.133114621,-0.314804358,-0.04446925,-0.109476972,-0.188703199,-0.149373774,-0.063609316,-0.331942964,-0.328488804,-0.216243407,-0.270350759,-0.204546474,-0.29610558,-0.209873176
PI656089,0.027937368,-0.036963442,-0.041689624,-0.077450957,-0.040059171,0.141694624,-0.045008254,-0.21980999,-0.038464224,-0.034367564,-0.061247416,-0.055509995,0.00263704,-0.046084407,0.060482675,0.030288385,-0.046399983,0.003047762,-0.013455801,0.07171284,0.137822602,0.065714448,-0.020425005,-0.048657146,0.039529377,-0.059732457,4.37E-04,-0.057136774,0.237401196,0.115888207,0.38137429,-0.017374043,-0.124663486,-0.02104901,-0.017024172,0.136204698,0.182649356,0.240158315,-0.111724113,-0.009268631,-0.056414203,-0.038778536,-0.032670192,-0.269620875,-0.2657373,-0.003737233,-0.045799889,-0.040075905,-0.02679736,-0.111199789,0.235115573,-0.093918335,-0.03380715,0.165142464,-0.086449827,0.033827808,-0.15435576,0.014959483,-0.058593873,0.015523044,-0.142561124,-0.100727508,-0.032055932,0.045213357,-0.069539448,5.18E-04,-0.140532379,-0.102402579,-0.148118236,-0.044388218,0.06288697,-0.058327229,0.107096899,0.095622254,0.240158315,0.291690596,-0.117003372,-0.031256678,0.027144399,-0.005316528,-0.023229916,-0.021315882,-0.068419454,0.00790117,-0.05563952,-0.127513923,-0.04119468,-0.10401969,-0.020346987,-0.041120287,-0.035823923,-0.01415557,0.005281372,-0.04122113,-0.018253852,-0.032033312,-0.005192398,-0.014289423,-0.016815165,-0.236040536,-0.27378162,-0.40239171,-0.352191634,-0.208572094,-0.302462053,-0.207925359,-0.176702301,-0.383305198,-0.108276084,0.051286314,-0.069541616,-0.025639778,0.202607201,-0.195895569,-0.154873761,0.032777615,0.098541591,-0.024350907,-0.025192551,-0.233442768,-0.10511976,-0.048400945,-0.024247527,0.016998097,-0.175937379,-0.167316864,-0.136556421,-0.097782191,-0.049052414,-0.056182398,-0.063250078,-0.091945422,-0.074614116,-0.110652814,-0.093124772,-0.115646187,-0.088573085,-0.067976156,-0.068532833,-0.055618861,-0.175553934,-0.232473345,-0.362288634,-0.292955204,-0.355270298,-0.068359886,-0.177161193,-0.068924794,-0.10685931,-0.198866672,-0.370278384,-0.461227935,-0.364673536,-0.275735091,-0.156377373,-0.272094634,-0.314362232,-0.395029057,-0.319858666
PI656027,-0.199195935,-0.05851605,-0.135716997,-0.069739413,-0.057875213,-0.175740048,-0.048676132,-0.255478226,-0.092565796,0.054796573,0.013981538,-0.061822158,-0.046330192,-0.171756974,-0.215756406,-0.010699552,-0.086253131,-0.029163342,-0.103649797,-0.145485511,-0.164386871,0.016982121,-0.009883932,-0.100627221,0.049905373,-0.109370932,-0.082923663,-0.116855298,-0.026868908,0.032982849,-0.321859093,-0.376800987,-0.187410527,-0.056997811,-0.072625816,0.014283939,-0.376953107,0.152066611,-0.058373716,-0.074055101,0.02950769,-0.056262429,-0.107255224,-0.46418091,-0.083444641,-0.045480003,-0.064629089,-0.067300107,-0.077951921,-0.10740778,-0.017540643,-0.126160259,0.048500027,0.09512198,-0.095504877,0.10146994,-0.067749534,0.139004762,0.111240846,0.136508373,-0.235141808,-0.080549713,-0.098207273,0.180382544,5.48E-04,0.151473603,-0.061843836,-0.127489217,-0.134262731,0.099995223,0.261219497,0.058857269,0.337599403,0.209225939,0.152066564,0.093179061,-0.097664324,0.077066404,0.084847133,0.035702303,-0.058689992,-0.039203836,-0.006123043,0.066358656,-0.063374862,-0.170967201,-0.010241597,-0.096035727,0.024290759,-0.103761648,-0.120062476,-0.020452682,-0.063438572,-0.093587025,0.021940487,-0.089536908,-0.081953745,-0.081316982,-0.054481059,-0.297672868,-0.3675707,-0.435077155,-0.573615433,-0.33779845,-0.514473314,-0.398539827,-0.365978503,-0.393442448,-0.301277322,-0.039963273,-0.178583777,-0.161252935,-0.015162297,-0.06548819,-0.150129319,-0.032305162,0.050811457,-0.023399069,-0.177263431,-0.173744782,-0.120282258,-0.171483833,-0.223436141,-0.229411481,-0.251668481,-0.351630082,-0.123499055,-0.15406421,-0.117448981,-0.149856851,-0.218158285,-0.303658447,-0.292413474,-0.080862473,-0.132891097,-0.207236366,-0.179174491,-0.188071897,-0.0893569,-0.134108561,-0.243226161,-0.306567308,-0.355439998,-0.234713502,-0.436615196,-0.154548729,-0.157296971,-0.073587822,-0.121778198,-0.381008396,-0.289619349,-0.393654206,-0.352968253,-0.285662781,-0.229040111,-0.275703806,-0.249357097,-0.334059606,-0.344193037
PI534101,-0.193945184,-0.005643328,-0.071306982,-0.102075722,0.024506706,0.068399204,-0.028620892,-0.214393175,-0.020294074,0.053922107,0.016107004,-0.046044541,0.018876478,-0.105432939,-0.010345659,0.013973242,-0.014794612,0.023539609,-0.034481478,3.30E-04,-0.065989362,0.075931524,0.039082543,-0.043080994,0.082727202,-0.064248495,-0.070353204,-0.035143852,-0.149446966,0.003511862,-0.214828056,-0.3698387,-0.155616879,0.025538063,-0.027752631,-0.02093097,-0.126902615,0.218947086,-0.045368094,-0.022772393,0.026053856,-0.064568084,-0.023545694,-0.211220687,-0.272976739,0.005921812,-0.047989599,-0.034812588,-0.014451713,-0.361855173,0.071597975,-0.07373105,0.024687905,0.231952539,-0.134504689,0.116352215,-0.02411468,0.08590393,0.048631349,0.084440077,-7.41E-04,-0.063987694,0.06363937,0.099246284,-0.019523493,0.133540172,-0.039276939,-0.069554005,-0.143913109,0.024975604,0.206394994,0.077422936,0.306277607,0.196514475,0.218947087,0.24290374,-0.051699279,0.036341835,0.119071808,0.057077407,-0.064188116,3.10E-04,0.041684036,0.09867374,-0.033928773,-0.138688462,0.072549036,-0.08840467,-0.107340296,-0.266523402,-0.161981583,-0.152951114,-0.129395147,-0.146501344,-0.126108464,-0.128081941,-0.100272127,-0.086752861,-0.082985805,-0.237565078,-0.363799741,-0.424374647,-0.647940151,-0.301153067,-0.51821596,-0.420428216,-0.38316529,-0.470068634,-0.279617993,-0.217851539,-0.230139278,-0.127153155,0.117982499,0.221957242,-0.139505369,-0.012630471,-0.022101984,0.062012594,0.152856367,0.210021055,-0.072334659,0.048236139,0.019920788,-0.021418423,-0.048592316,-0.104551964,-0.108579941,-0.023190637,0.044820292,0.091525614,0.043641623,-0.091586235,-0.033822762,-0.11386,-0.020511393,-0.01889344,0.021143576,-0.106113368,0.086083513,0.022271912,-0.12285208,-0.229576058,-0.143700771,-0.063712984,0.029745657,0.331168292,0.123180017,0.12400625,0.115579778,-0.135317145,-0.060086372,-0.039608372,0.134193895,0.12999189,0.289382431,0.190242304,0.287986662,0.216185018,0.234326836
PI533943,-0.165779579,0.078514644,0.053195474,0.125207096,0.099839303,-0.090714625,0.345717579,-0.173703299,0.050657478,0.041642501,0.03997617,0.08249956,0.098184278,0.011996674,0.066973727,0.049879606,0.080352449,0.18128511,0.157341102,0.176454296,-0.152477382,0.20772594,0.121741274,0.108533773,0.096231707,0.131222986,0.123795912,0.035098298,-0.006965932,0.325247468,-0.038062917,-0.158986174,-0.108479716,0.099700908,0.138075185,0.296531819,0.048609718,0.386933218,0.075055025,0.115235624,0.083724445,0.11324707,0.036169468,-0.333043311,0.058030607,0.137892732,0.18326399,0.122927953,0.047948479,0.06574897,0.307244297,0.044337373,0.103039233,0.372119448,0.108200968,0.173641731,0.092922097,0.218834484,0.135168395,0.220448898,-0.034478545,0.11480549,0.078274227,0.192471871,0.070385656,0.188376743,0.080621454,0.076016069,0.246403751,0.125912115,0.250313253,0.083427631,0.386079582,0.270796912,0.386933109,0.29857446,0.072086375,0.230690927,0.180615162,0.166175956,0.118722753,0.055805848,0.135772574,0.164417793,0.103484679,0.044015515,0.131497675,0.056983232,0.163752538,0.193872946,0.098991445,0.247460494,0.149506354,0.125083946,0.286393375,0.12825345,0.182812692,0.164975417,0.157563907,-0.129687373,-0.22594947,-0.383432574,-0.39210546,-0.196641357,-0.422141052,-0.165325115,-0.176783093,-0.241210331,-0.14364975,-0.168227123,-0.026988394,-0.057987288,-0.102521591,0.238552629,-0.042127913,0.038830574,0.13026952,-0.172642648,-0.051143048,-0.006318744,-0.030662196,0.042152349,-0.02629542,0.178145878,0.020241149,-0.0185365,-0.009914701,-0.002360893,0.022942747,0.069555126,0.033966773,-0.019167391,-0.071605126,0.080368464,-0.027365527,0.028205177,0.027893955,0.061205409,0.083854586,0.074059818,-0.04099598,-0.103375003,-0.271281588,-0.011271145,-0.156292579,0.151918361,-0.055409889,0.056677891,0.038763602,-0.048838771,0.022539808,-0.040954037,-0.294333392,-0.241867884,-0.006902746,-0.083625232,0.027935135,-0.060888101,-0.038246533
PI597949,-0.193426348,0.079673556,-0.038498832,0.059317411,0.064031,0.264077047,0.302278554,-0.138091326,0,0.065519528,0.040436683,0.090541464,0.207610532,-0.026947085,0.072123908,0.168000138,0.168477913,0.26195435,0.050805622,0.173774585,0.445907053,0.304246951,0.238438771,0.049414413,0.230631688,-0.044360136,0.032343813,-0.014250156,-5.48E-04,0.251800455,-0.175001192,-0.415948595,-0.191382099,0.108453875,0.105131414,0.310265646,-0.06535164,0.432635867,0.049449234,0.149069657,0.063257648,0.172643366,-0.001252519,-0.078906121,0.187093364,0.153853321,0.153372733,0.082069112,0.003656979,-0.013052737,0.389829735,-0.13862092,0.086354026,0.27124697,-0.0972643,0.147113074,-0.034787481,0.172804256,0.134805963,0.16972034,-0.05518372,-0.038778896,-0.068039457,0.179626334,0.030001372,0.263163673,-0.025262267,-0.141355311,-0.137500645,0.249028195,0.242888691,0.241734935,0.561604502,0.361259198,0.432635968,0.459799039,0.041024383,0.101366391,0.187339649,0.162634534,-0.053205932,0.021899973,0.084653257,0.145972251,-0.064287911,-0.189889229,0.08505309,0.027872145,-0.152489279,-0.17905586,-0.030051101,0.152430678,0.050424283,-0.011325126,0.221437971,-0.075664063,0.026721367,-0.02263044,0.020505673,-0.098714816,-0.139637849,-0.317773401,-0.339582127,-0.153597219,-0.266538949,-0.163443825,-0.146759716,-0.094014111,-0.071325504,-0.179046007,-0.087561713,-0.020247305,0.043619783,-0.05820609,-0.064534959,0.031871972,0.077890199,0.151083887,0.013626156,-0.151473014,0.029325411,-0.003349193,-0.10620331,0.167568373,-0.071841589,-0.211044773,-0.02538999,0.038632498,0.154243162,0.212453236,0.053149728,-0.174891007,0.044188945,0.018862299,-0.029722416,0.008789377,0.086363063,0.195121239,0.386125871,0.181066115,-0.049839795,-0.21269469,-0.298286638,-0.086539298,-0.131984412,0.367509,0.031286419,0.320312953,0.143004415,-0.044852665,-0.061162436,-0.114654464,-0.225488289,-0.113155781,-0.095430515,-0.23729769,0.0711034,-0.228850292,-0.25421221
PI595740,-0.190697626,-0.012515941,-0.089524741,0.021757978,0.022721604,-0.156338328,0.26015323,-0.097214321,-0.014776325,0.053641606,0.033006937,0.034761806,0.096654322,-0.070910902,0.029515758,0.191003048,0.130704521,0.149631261,-0.007012716,0.010420939,0.018261767,0.236709871,0.125004749,-0.007898801,0.282842238,0.037297059,0.075994549,-0.02342936,-0.062050944,0.126646268,-0.247180205,-0.390166982,-0.181568038,0.027475394,0.03309102,0.135259389,0.039489861,0.272479002,0.031221335,0.055364857,0.060382109,0.085060302,-0.005815805,-0.12927186,0.091289034,0.081087781,0.139584544,0.085573468,-0.012242073,0.044883629,0.301068393,-0.056597997,0.060196441,0.264833247,-0.039700911,0.283735571,0.122205898,0.251057466,0.201359551,0.255229767,-0.061132979,-0.019908852,0.017608872,0.267799496,0.176217237,0.251124739,-0.00434534,-0.074576221,-0.03341233,0.493590099,0.388963987,0.435838368,0.394135557,0.415402616,0.272479004,0.335238186,0.013690876,0.137598469,0.200941537,0.100872286,8.63E-04,0.07378605,0.182792845,0.160030956,-0.003488553,-0.11941597,0.057666683,-0.001251669,-0.11447063,-0.125287818,-0.044739045,0.18656416,0.119028779,0.014101545,0.17486104,0.067572362,0.117163697,0.105245402,0.08100778,-0.053402622,-0.122689311,-0.297727661,-0.216932737,-0.054068099,-0.188263478,-0.040884181,-0.034517293,-0.066893907,0.063530363,0.244330917,0.040969896,0.185850362,0.252538521,-0.098190413,0.012468553,0.177065606,0.229282627,0.080638527,0.293153995,0.315013619,0.078413445,0.007018465,-0.075308933,0.004781013,-0.098222462,-0.171639711,0.089225004,0.053221971,0.093212818,0.038874322,-0.068852947,-0.192376153,-0.125535743,0.121437827,0.035455287,0.009180162,0.094373707,0.007659716,0.105075095,-0.001134325,-0.171615134,-0.246051925,-0.161290572,-0.050324978,0.015862316,0.194175832,0.10812439,0.130045992,-0.054503703,-0.27219537,0.144344669,0.007845353,-0.273304956,0.002775156,-0.045342662,-0.206397653,0.072443292,-0.088283474,-0.241642641
PI533792,0.316880806,-0.01599766,-0.029289914,-0.06548645,-0.003220776,0.002148279,0.301917901,-0.068418866,0.034360225,-0.05855044,-0.018611639,-0.008081089,0.005394725,0.022543533,0.225375472,0.00368848,0.040056506,0.004748608,-0.011423009,0.1003407,0.204979169,0.020289784,-0.008577701,0.022374227,0.041644773,0.161639381,0.03882698,0.035630094,-0.222484885,-1.31E-04,-0.22770395,0.064325011,0.275604097,-0.006194911,-0.025789177,-0.07348631,-0.098739042,0.087943182,-0.050395618,0.006936468,-0.057368695,-0.00569208,0.013527606,-0.213699693,-0.296485337,-0.001656336,0.066657735,-0.013324337,0.02043269,-0.34356977,-0.08710309,0.012833952,-3.38E-04,0.212911949,0.062981066,0.063315271,0.093424306,-0.016007806,0.075323854,-0.018565864,0.03776778,0.046791126,0.176987482,0.057778485,0.094331399,0.021691476,0,0.04587814,0.154577642,0.120546541,0.144598892,0.082120579,0.263329163,-0.13799393,0.087943185,-0.031724873,-0.057850034,0.08509743,0.068378458,0.043354598,0.11044122,0.052771917,0.121691313,0.061337405,0.071485715,0.129976425,0.031777906,-0.001930573,-0.067128494,-0.09723534,0.010867607,0.04277007,-0.007781443,0.02171538,0.07804468,0.115058996,-0.022892217,-0.007853866,0.023480911,0.007293632,-0.079481208,-0.274735165,-0.436029884,-0.2891671,-0.382010118,-0.222410399,-0.226959374,-0.523747756,-0.330077104,-0.208828713,-0.077042858,-0.12092099,-0.131895718,-0.212750384,-0.113353978,-0.001034107,-0.082909443,-0.191320905,-0.224902167,-0.192877571,-0.08401974,-0.109877457,-0.158420149,-0.276778156,-0.307649251,-0.014114812,-0.083787483,-0.061025769,-0.05517221,-0.096411995,-0.099253668,-0.034544101,-0.012883983,-0.099248898,-0.044907548,-0.091401469,-0.021789387,-0.013351911,-0.01596114,0.013441246,0.014644075,0.063454864,-0.29005743,-0.086508856,-0.176472067,0.024215518,-0.193859208,-0.03718023,-0.007037408,0.003716814,-0.325912706,-0.324285746,-0.296241893,-0.134110687,-0.076449624,-0.008004336,-0.218780253,-0.150000317,-0.156674158
PI595745,0.319898605,-0.002080377,0.021102655,-0.083805789,-0.012261154,-0.186395909,0.451409652,-0.029338771,-0.004938349,-0.009884023,0.002684416,-0.011006092,-0.076640015,0.036017278,-0.049781547,-0.059287584,-0.062778694,-0.072318246,-0.053908529,-0.001124119,0.132968532,0.031174598,-0.040127565,-8.74E-04,-0.04418944,-0.021388905,-0.024784341,-0.023690735,-0.188302052,0.06919209,-0.025904996,-0.362299712,-0.226403254,-1.62E-05,-0.001826702,0.066799518,0.136146441,0.211544365,-0.028893898,-0.002935436,-0.003919406,-0.110073935,-0.011082246,0,0.083743304,0.091960501,-0.014888789,0.00663712,-0.012434483,-0.056741589,-0.025789793,0.370416469,0.050195207,-0.002488198,0.172645766,0.094552738,0.178706395,-0.010573491,0.117163254,-0.013699675,0.215627441,0.121304691,-0.081543203,0.039044223,0.119157422,0.035536959,0.046869117,0.358588373,0.177974263,0.214940354,0.087811834,0.047955072,0.303974312,0.024936614,0.211544368,-0.018599783,-0.030700525,0.219604641,0.081591129,0.029497587,0.24698411,0.086522482,0.210617638,0.065752713,0.175332188,0.366179417,0.006807338,0.021952255,0.0416319,0.006942181,0.026477237,-0.056900947,-0.05190339,0.010585041,0.123936522,0.012007536,-0.0312069,-0.040046971,0.034574709,0.06595493,-0.001082301,-0.238910105,-0.378964085,-0.14682281,-0.293760987,-0.122505759,-0.133960233,-0.430684059,0.048706015,0.013614832,0.168291299,0.242150693,0.31932466,0.02857041,0.143365906,0.264828179,0.453548726,0.597063944,0.008463629,0.252357911,0.143950685,0.085566602,0.05131934,0.001587223,-0.048987937,0.280375383,0.158632954,0.090152724,0.004199629,-0.074854266,-0.06721572,0.106407005,0.232389386,0.238655426,0.341158378,0.100440675,-0.055920355,-0.0071908,-0.055541621,0.030047895,0.066272971,0.233262871,-0.110166524,0.234857034,-0.152042944,-0.043841055,-0.148445415,-0.082346485,-0.053441755,0.048400033,-0.063940284,0.104908386,-0.260563624,-0.128315121,-0.119960962,-0.188008462,-0.09520246,-0.110769091,0.105404823
PI656110,0.894058137,0.073529284,-0.042459523,0.002709894,0.076385202,0.001441972,0.383074639,-0.023824333,0.041427505,0.047609316,0.033539514,0.057018271,-0.006467046,0.154777052,0.433488399,0.014284408,-0.039782561,-0.015267723,0.076119018,0.272527658,0.245392515,0.023211872,0.029814642,0.041091752,-0.034163871,0.048464734,0.129418302,0.075480382,0.01264937,0.112260108,-0.126538336,-0.348869233,-0.121578782,0.090049698,0.106701167,0.242551117,0.14472782,0.391608427,0.075036755,-0.002575241,0.070811911,0.001131407,0.049488937,-0.046063254,0.031319323,0.062214429,0.067474533,0.066090005,0.025195345,0.100878063,0.048945627,0.224393051,0.014504373,-0.006501745,0.082381536,-0.00511171,-0.013892146,-0.053081187,-0.012875624,-0.051701167,0.027609117,0.200861869,-0.06959846,-0.009868917,0.020913024,-0.040968999,-0.02376541,0.239532824,0.382775633,0.646094031,-0.014029067,0.034061713,0.015023279,-0.133893342,0.39160843,0.089377563,0.053682946,0.127584812,0.017735318,-0.012283652,0.156427671,0.083621158,0.137498072,0.015085918,0.076630091,0.322461318,0.025680222,0.043350867,0.104647369,0.16724494,0.118385332,0.169670417,-0.027696612,0.116645296,-0.026997476,0.101659646,0.106065327,0.040083044,0.115793951,0.073129401,0.005379816,-0.209784853,-0.408242481,-0.204501733,-0.337398635,-0.155716885,-0.1557384,-0.278179917,-0.073580669,-0.156491477,0.046843003,0.077331183,-0.098459276,-0.037301457,0.007719505,0.103391946,0.115904875,-0.20201935,-0.115692323,-0.191645409,0.030010128,-0.021988267,0.012178861,-0.029081256,-0.154484621,0.102154723,0.047623719,0.031175735,-0.031098205,-0.070395006,-0.026855355,0.188611734,0.122105116,0.127228542,0.162794711,0.034727407,-0.04597937,-0.061622145,-0.115097806,-0.046071787,-0.002019663,0.197353578,-0.12663228,0.124941271,-0.295387826,-0.084197024,-0.019033347,-0.107808318,0.049772887,0.006044534,0.250936531,0.016263149,-0.255479571,-0.142135507,-0.093599736,-0.172524341,-0.189020901,-0.060306328,0.111758484
